CpG,Beta,SE,P,StudyID
cg21196487,-0.079,0.0177,7.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23756264,-0.12,0.0248,8.9e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25316512,0.13,0.0318,4.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09273716,0.094,0.0238,8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22953759,-0.053,0.0129,4.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18120259,-0.092,0.0228,5.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23750151,0.048,0.0106,6.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04273431,-0.086,0.0189,5.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04973802,-0.065,0.0151,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26485825,0.093,0.0238,9.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16395997,0.12,0.0175,4.5e-11,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05021589,0.086,0.0187,3.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26063719,-0.067,0.0134,6.6e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04324917,0.085,0.0212,6.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04339462,0.069,0.0169,4.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11136886,0.11,0.0269,3.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19693031,-0.19,0.0123,1.8e-53,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07069844,0.072,0.0169,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03078690,0.13,0.0255,4.7e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16563370,-0.12,0.0281,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07558761,0.093,0.0218,2.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06690548,-0.072,0.0105,6e-12,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25607249,-0.053,0.0125,2.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14647287,-0.12,0.0293,2.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17666418,-0.054,0.0127,1.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05455036,-0.099,0.025,7.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08305942,-0.086,0.0198,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22898082,0.14,0.0308,9.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01787382,-0.056,0.0138,5.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15989436,-0.091,0.0171,1.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07458272,0.12,0.0198,3.6e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03522245,0.046,0.0111,4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24773560,0.067,0.0157,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04774822,0.11,0.0261,4.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00826902,0.068,0.013,1.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00502254,0.08,0.0192,3.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01004980,0.11,0.0191,8.7e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19751789,-0.076,0.0146,2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07719604,0.13,0.0212,1.1e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00448560,-0.088,0.0196,6.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02304370,0.076,0.0179,2.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09823288,-0.051,0.0092,2.8e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23084016,-0.081,0.0192,2.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00285394,-0.061,0.0118,2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27516100,0.11,0.0253,6.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07504977,0.076,0.0147,2.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23990942,-0.14,0.0303,5.2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23190089,-0.06,0.014,1.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08267072,-0.054,0.0132,4.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14564724,0.079,0.0179,1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25653947,0.12,0.0247,2e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08788930,0.12,0.0205,1e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03295554,-0.045,0.011,4.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11491284,-0.11,0.0182,7.4e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04674060,0.12,0.0307,9.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18030453,0.1,0.0266,9.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07925587,-0.066,0.0151,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17058475,-0.098,0.0118,1.2e-16,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22331200,-0.14,0.0341,4.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26954174,-0.077,0.0143,6.6e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13123009,0.09,0.0223,5.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08472633,-0.13,0.0288,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06285727,-0.071,0.0142,6e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19647567,-0.12,0.0306,9.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07781445,0.1,0.0256,7.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07960624,-0.052,0.0129,5.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13059136,0.083,0.0201,3.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24694018,-0.18,0.0237,1.9e-14,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16371518,0.094,0.0207,6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21766592,-0.061,0.0112,4.6e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14476101,-0.078,0.0128,1.1e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17839611,0.12,0.0287,4.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08937734,0.092,0.0229,6.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16265859,0.1,0.0254,5.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02086839,0.079,0.0185,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg20507228,0.07,0.0147,2.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27292079,-0.11,0.0268,4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26160945,0.084,0.0172,8.5e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13572071,0.083,0.0212,9.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg12644285,-0.067,0.0159,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25114611,-0.075,0.0177,2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17451941,-0.088,0.0215,4.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27061485,-0.13,0.0271,1.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg27243685,0.15,0.0184,1.7e-16,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21066748,0.082,0.0197,3.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22167400,0.078,0.0188,3.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19266329,-0.15,0.019,3.5e-15,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11024682,0.15,0.0236,3.6e-10,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21506299,-0.076,0.0147,2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01176028,0.08,0.0175,5.4e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg05264101,0.14,0.0338,6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11254522,0.14,0.0267,1.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11202345,0.062,0.0129,1.6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03819286,0.1,0.0261,6.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg14177325,0.094,0.02,3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg12033822,-0.11,0.0261,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08352115,0.11,0.0206,3.1e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07167185,0.095,0.0173,3.8e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26663590,0.086,0.0192,7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg08315613,0.16,0.0344,3.9e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21291385,-0.066,0.0165,5.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16305292,0.084,0.0214,8.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23580000,0.094,0.0213,1.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26262157,-0.099,0.0141,2.7e-12,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00472758,0.084,0.0216,9.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11860005,-0.12,0.0288,3.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24002003,-0.071,0.017,2.9e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02711608,-0.059,0.0136,1.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26955383,0.062,0.0144,1.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06500161,0.29,0.0238,4.2e-33,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18394552,0.068,0.0158,1.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23072383,-0.056,0.0116,1.6e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26034658,0.13,0.0295,5.3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01381586,0.042,0.0103,5.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02650017,-0.055,0.0126,1.4e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15922057,-0.082,0.0176,2.8e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15032960,0.068,0.0174,8.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26732808,-0.066,0.0152,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg23639734,0.1,0.0238,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg18696027,-0.057,0.0144,8.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09147065,0.069,0.016,1.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24129923,0.083,0.0191,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24304210,-0.076,0.0179,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01406381,-0.065,0.0111,5.4e-09,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22820108,-0.14,0.0337,4.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01016119,-0.059,0.0141,2.8e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09777883,0.099,0.0209,2.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03523676,0.11,0.0225,3.6e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13821176,0.1,0.0196,1.3e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg21429551,-0.046,0.009,3.2e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11350586,0.04,0.0103,9.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03945538,-0.12,0.0286,5.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg19458497,0.12,0.0312,8.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11629830,-0.059,0.0137,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02448796,0.068,0.0154,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg11555919,0.072,0.0183,8.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09737197,-0.067,0.0125,1.1e-07,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24263283,-0.062,0.0146,2.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24556382,-0.052,0.0122,2.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg25536676,-0.057,0.0135,2.5e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg16374343,-0.15,0.0311,1.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26804423,0.11,0.022,1.1e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02068690,0.13,0.0297,1.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg22304262,-0.073,0.0158,4.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg07138962,0.081,0.0188,1.6e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg26170244,-0.062,0.0149,3.1e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13518625,-0.047,0.0109,1.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17194270,0.078,0.0188,3.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg09988805,0.081,0.0182,8.3e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg04577162,0.099,0.0238,3.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg00640087,-0.07,0.0166,2.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg13091627,-0.066,0.0147,7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg24843003,0.12,0.0257,2.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg06721411,0.11,0.0242,1.2e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg02879453,0.074,0.017,1.3e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg15082870,0.095,0.0205,3.7e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17475467,0.093,0.0216,1.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg03068497,-0.054,0.0098,4e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg17237086,0.14,0.0297,2.5e-06,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg10177197,0.12,0.0215,1e-08,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
cg01445100,0.11,0.0268,3.7e-05,Robert-F-Hillary_Prevalent_Type_2_Diabetes_(Self-report)_Fully-adjusted_model
