CpG,Beta,SE,P,StudyID
cg03373887,0.05,0.01178,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20154457,0.018,0.00443,7.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03024301,0.039,0.00849,3.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06347943,0.034,0.00781,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19600372,0.039,0.00988,9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11419186,0.064,0.01588,5.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10615580,0.044,0.01079,4.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26846781,0.072,0.01536,2.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03403093,0.041,0.0094,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00263619,0.033,0.00727,7.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01906637,0.049,0.01238,6.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20220678,-0.026,0.00615,2.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21422605,0.039,0.00934,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23919111,-0.024,0.00596,6.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27037013,-0.03,0.00581,2.2e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01210113,-0.031,0.00698,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07793033,0.047,0.00964,9.2e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00138407,0.048,0.0099,1.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07730360,0.056,0.0112,4.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26361535,0.027,0.00552,9.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13839439,0.033,0.00785,2.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22650271,0.047,0.00994,2.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02976843,0.048,0.01097,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23629393,-0.052,0.01166,9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08572278,-0.036,0.00888,4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05778424,0.045,0.00932,1.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03984375,0.051,0.01273,5.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24531534,0.02,0.0041,1.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23722790,0.044,0.01074,4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13857947,0.052,0.01146,5.6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23729283,0.024,0.00539,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27394566,0.045,0.00892,4.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13996750,0.049,0.00953,3.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13758186,-0.049,0.00957,3.2e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02203067,0.076,0.01127,1.8e-11,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18328933,0.049,0.01159,2.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01762581,0.024,0.00605,9.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00222799,0.048,0.00908,1.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06555281,0.026,0.00638,4.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18219562,0.054,0.0108,7.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02077256,-0.028,0.00661,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04286697,0.042,0.00966,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18721397,-0.022,0.00525,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01906801,0.049,0.01206,4.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13300580,0.078,0.0155,5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07546433,0.043,0.01097,9.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20344040,-0.042,0.00902,3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26785468,0.025,0.0061,4.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
ch.6.33611621F,-0.03,0.00588,2.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11851174,0.055,0.01187,4.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21494379,-0.027,0.00631,2.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08881614,0.045,0.01052,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20740711,-0.035,0.00818,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01312762,0.047,0.00994,1.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16845172,0.025,0.00608,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19856758,0.029,0.0071,5.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07696514,0.052,0.01079,1.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00574958,-0.039,0.00627,3.5e-10,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13708645,0.024,0.00616,8.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16739178,0.061,0.01167,1.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03671075,-0.024,0.00482,6.8e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01932734,-0.033,0.00674,1.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23732483,-0.028,0.00666,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06378491,0.066,0.01658,6.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16098726,0.048,0.01025,2.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06615154,0.049,0.01257,8.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17980364,0.03,0.00729,4.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22920586,-0.03,0.00749,6.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08857797,0.033,0.00839,6.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07058694,0.044,0.0104,2.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18915456,0.051,0.0114,6.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10513161,0.038,0.00944,6.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26943120,0.029,0.00554,1.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03725309,-0.037,0.00663,1.9e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03963219,0.03,0.00714,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21960110,0.057,0.01357,2.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00524374,-0.027,0.00686,9.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21279874,0.036,0.00828,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06786860,0.05,0.01164,1.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20967028,0.032,0.00748,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08329113,0.029,0.0067,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14334350,0.057,0.00822,5.5e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19526353,0.035,0.00881,8.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14237301,0.04,0.00962,3.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23606775,0.072,0.01314,5.3e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02436272,0.033,0.00833,7.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25619549,0.025,0.00581,1.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09029192,0.052,0.0108,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00034755,0.044,0.00912,1.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00780520,-0.045,0.00962,2.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04042861,0.024,0.00553,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09286468,0.034,0.00729,3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04992673,0.035,0.00865,5.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26188726,0.039,0.00693,2e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06262098,0.05,0.01228,4.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11376147,-0.032,0.00692,3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13460168,0.043,0.00886,1.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16694480,0.037,0.00912,3.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20608786,0.038,0.00803,2.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17901584,-0.034,0.00782,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15151492,-0.03,0.00723,2.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17495302,0.05,0.01079,4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00134210,-0.029,0.00531,7.8e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25616160,0.049,0.00902,7e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
ch.12.1171804F,-0.028,0.00646,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11129609,0.066,0.01354,1.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15408237,-0.024,0.00446,6e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00156995,0.054,0.0107,4.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10189661,0.046,0.00792,8.9e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18397730,0.045,0.00932,1.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06710464,0.05,0.00831,2.1e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08309687,-0.042,0.0069,1.2e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02438611,0.041,0.01028,7.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04757345,-0.033,0.00746,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09076584,0.065,0.01307,7.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12298872,0.038,0.00833,4.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27288091,0.058,0.01095,1.2e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10636246,-0.02,0.00443,9.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18217136,0.055,0.01035,1.4e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09823543,0.06,0.01473,4.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg02859042,0.03,0.00617,8.9e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg14849578,0.04,0.00855,2.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01875596,-0.029,0.00738,8.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18508525,-0.041,0.01049,8.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12608132,0.042,0.00981,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23886355,0.069,0.01206,1.3e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13492133,0.043,0.00945,6.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25531857,-0.036,0.00906,6.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19337279,0.03,0.00657,3.8e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07452706,0.07,0.01285,6.5e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06704518,-0.026,0.00655,6.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17782974,0.026,0.00631,5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25316512,0.076,0.01447,1.3e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09273716,0.05,0.01085,3.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24181062,-0.035,0.00816,1.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20455395,0.059,0.01488,8.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10453777,-0.053,0.01059,6.7e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20505728,0.034,0.00798,1.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10894102,-0.027,0.00581,2.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17002328,0.038,0.00863,8.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11095027,0.043,0.0106,4.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26347740,0.043,0.01094,8.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22540135,-0.025,0.00594,3.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16395997,0.031,0.00798,9.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08958168,0.051,0.01248,5.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07543400,0.056,0.0141,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg20544516,0.068,0.01125,2e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21805179,0.026,0.00587,1.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18569661,0.042,0.00979,1.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19352726,0.03,0.00727,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25950100,0.06,0.01452,3.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg11136886,0.052,0.01224,2.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07964219,-0.032,0.00804,5.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03691549,0.057,0.0114,5.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04406114,0.065,0.0125,2.2e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22341908,-0.024,0.00528,6.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25217710,0.062,0.01352,4.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19693031,-0.056,0.00571,2.2e-22,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26687842,0.04,0.00836,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg03078690,0.046,0.01164,6.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00045114,-0.025,0.00603,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01238639,-0.042,0.00961,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg05279866,0.055,0.01192,4.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07558761,0.07,0.00993,1.8e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26738437,-0.05,0.01276,8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06690548,-0.034,0.00486,1.7e-12,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg25607249,-0.028,0.00566,5.6e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13688966,-0.027,0.00662,4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09182455,0.033,0.00795,3.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09263904,0.044,0.01033,2.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04232816,0.051,0.01125,7.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06779113,-0.048,0.0116,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19811231,-0.033,0.00817,5.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01127300,-0.025,0.00639,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg22593432,-0.037,0.00895,3.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07458272,0.04,0.00901,8.5e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06017212,0.054,0.01364,8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04465154,-0.03,0.00737,4.5e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04011474,-0.046,0.00842,3.7e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12745325,0.035,0.00882,9.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00718414,0.046,0.01107,3.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16887422,0.036,0.00862,3.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27219972,0.036,0.00836,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12257439,0.088,0.01469,2.4e-09,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21727276,0.043,0.00977,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13053396,0.051,0.01135,5.9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00502254,0.038,0.00877,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06672250,0.048,0.01109,1.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg27235662,-0.046,0.01084,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01970716,0.058,0.01307,9.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01243823,-0.025,0.00549,5.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00006397,-0.05,0.01244,5.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01004980,0.036,0.00872,2.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01884057,-0.016,0.00378,2.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18906520,0.039,0.00925,2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07719604,0.047,0.0097,1.3e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17018349,0.027,0.00693,7.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01833890,0.049,0.01222,7.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18982073,0.046,0.01188,9.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15963913,0.031,0.00785,7.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg12781678,0.032,0.00714,9e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10123642,-0.035,0.00662,1.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18826637,-0.017,0.00421,8.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09530108,-0.036,0.00823,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06291107,0.053,0.01174,6e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13442656,0.047,0.01039,7.2e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg19463228,0.052,0.01173,8.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23782145,0.05,0.0106,2.4e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07504977,0.036,0.00669,8.6e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg26899718,0.049,0.01249,7.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg23190089,-0.028,0.00636,8.1e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04136484,0.068,0.01684,5.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg09978353,0.032,0.00743,1.3e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16708465,-0.033,0.00835,8.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg04102600,-0.028,0.00648,1.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg08788930,0.043,0.00937,3.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg16004767,0.043,0.00973,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg17126555,0.032,0.00756,2.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg24727290,0.041,0.01009,4.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15223275,0.032,0.00783,5.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06007201,-0.022,0.00543,5.1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00567854,0.039,0.00975,5.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13695585,0.028,0.00712,6.7e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00166915,-0.049,0.01137,1.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg18030453,0.061,0.01215,5.1e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg07925587,-0.029,0.00685,2.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10566581,0.057,0.01186,1.7e-06,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg21850879,-0.034,0.00776,1.2e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg15799353,0.041,0.00966,2.4e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10101600,0.062,0.01223,3.5e-07,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg10722267,0.024,0.00553,1.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00563045,0.044,0.0104,2.8e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg13123009,0.057,0.01016,2.3e-08,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg00718883,0.043,0.00987,1.6e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg06285727,-0.028,0.00645,1.9e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
cg01364969,0.044,0.01,1e-05,Robert-F-Hillary_Incident_Type_2_Diabetes_Fully-adjusted_model
