CpG,Beta,SE,P,StudyID
cg08430680,-0.023,0.0049,3.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22623033,0.025,0.0049,4.7e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg26340968,0.029,0.0052,3.4e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16886828,0.023,0.0044,8.5e-08,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg22460173,0.025,0.005,5.2e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg17944885,-0.044,0.0044,1.2e-23,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg14798382,0.022,0.0046,2.2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg26950531,0.022,0.0043,7e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg23878206,-0.024,0.0051,2.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg17804112,0.02,0.0041,1.7e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg12485386,0.022,0.0047,1.5e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg11704631,-0.025,0.0051,1.1e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg16834011,-0.027,0.0052,1.8e-07,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
cg05851887,-0.026,0.0056,2e-06,29097680_Chu-A._chronic_kidney_disease_meta-analysis_of_prevalent_ckd_ewas
