CpG,Beta,SE,P,StudyID
cg13026729,0.066,0.01697,9.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07946633,0.063,0.01275,6.5e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16639691,0.072,0.01241,5.9e-09,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03074244,0.079,0.01839,1.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05690260,-0.043,0.00984,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10578938,0.042,0.00905,4.5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25972787,-0.047,0.01108,2.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09599062,-0.054,0.01285,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16567676,-0.058,0.01246,3.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg23725986,0.036,0.00744,1.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00967552,0.038,0.00973,9.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15722952,-0.089,0.02218,5.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24773560,0.059,0.01128,1.5e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02578470,0.051,0.01292,7.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg27278843,0.1,0.01829,4e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14540650,0.048,0.0122,8.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10361659,0.07,0.0153,5.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16275882,0.047,0.01153,5.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03047995,0.043,0.01012,2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13085627,0.071,0.0163,1.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00968616,0.081,0.01593,3.3e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14220251,-0.058,0.01494,9.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13119578,-0.046,0.01079,1.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16565294,0.047,0.01176,6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01044662,0.053,0.01017,2e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15696506,-0.049,0.01127,1.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15549637,0.096,0.02328,3.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04428662,0.082,0.01934,2.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10207609,0.052,0.01319,9.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg22753611,0.044,0.00979,6.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20496896,0.073,0.01585,4.3e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25550753,0.089,0.02175,4.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14753356,-0.043,0.01111,9.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04674060,0.097,0.02209,1.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21565575,0.045,0.0102,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00308936,-0.038,0.00948,7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10722267,0.034,0.00868,8.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg23597162,0.06,0.01146,1.7e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03062881,0.05,0.01276,9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00697916,0.027,0.00681,6.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13123009,0.073,0.01561,3.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17969683,-0.059,0.01184,5.3e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24939196,0.045,0.01071,2.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg08791347,0.044,0.01055,3.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00423487,0.096,0.02405,6.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg00706302,0.046,0.01125,4.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg19951006,0.051,0.01219,3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18181703,-0.055,0.01141,1.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24296397,0.083,0.01643,4.2e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18663307,0.05,0.01095,5e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06957820,0.039,0.00919,2.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05433557,0.054,0.01326,4.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17281677,0.062,0.01436,1.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24879560,0.036,0.00877,5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02528768,0.098,0.01878,1.6e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03479289,0.073,0.01839,6.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20171559,0.035,0.00837,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21852792,-0.047,0.01172,7.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13922488,0.091,0.01996,4.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03461784,0.03,0.00747,7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12425700,-0.063,0.01587,7.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18757087,0.054,0.0135,7.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04469731,0.069,0.01373,5e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09109520,0.037,0.00879,3.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11940526,0.066,0.01582,3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24527636,0.049,0.01176,3.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15662251,0.082,0.01924,2.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24448421,0.044,0.00821,9.7e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04854089,0.035,0.00854,3.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21288889,0.047,0.01163,4.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13764516,0.044,0.01067,3.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12999366,0.038,0.00914,2.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20970369,0.054,0.01238,1.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14030402,0.068,0.01582,1.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17374802,-0.053,0.01277,3.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11454936,0.048,0.01173,4.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01569083,0.04,0.00989,6.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07606495,0.072,0.01839,8.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06983052,0.069,0.01682,3.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10784813,0.053,0.01252,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20208600,0.04,0.00861,4.4e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10922280,0.071,0.01764,6.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18394552,0.043,0.01103,8.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25224369,-0.066,0.01615,4.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17469471,0.054,0.01332,5.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14012686,0.082,0.01963,3.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26182859,0.054,0.01227,9.4e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15856055,0.037,0.00955,8.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16428517,0.035,0.00743,2.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05984244,0.031,0.00714,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20595453,-0.062,0.0159,8.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15700636,-0.052,0.01281,4.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01998785,-0.049,0.0118,3.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg16527877,0.075,0.01753,2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01016119,0.039,0.00993,9.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg17971251,-0.048,0.01189,4.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg03546163,-0.033,0.00768,1.5e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13924998,0.097,0.01815,9.8e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg22539431,-0.051,0.01243,3.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13247580,0.055,0.01315,2.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24118715,0.046,0.01034,7.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14109551,-0.055,0.01418,9.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25213720,-0.062,0.0131,2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05793579,-0.032,0.00701,3.7e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11704631,0.055,0.01415,9.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10893667,0.056,0.01021,3.3e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg18666454,-0.046,0.0114,6.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11531557,0.058,0.01481,9.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07176842,0.026,0.00668,8.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01087239,0.093,0.02207,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg24307601,0.076,0.01729,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg14129169,0.058,0.01309,8.7e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07403228,-0.065,0.01627,6.8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05977523,0.041,0.00951,1.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21548340,0.038,0.00897,2.3e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13822256,0.031,0.00698,6.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg13543355,0.046,0.01079,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06159562,0.034,0.00837,4.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06468347,-0.066,0.01457,5.6e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg04741211,0.051,0.01178,1.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21387281,0.09,0.01897,1.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg12673978,-0.052,0.01039,5.7e-07,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg26235490,-0.067,0.0166,5.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg09377531,-0.03,0.00725,2.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15371881,-0.064,0.01462,1.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02879453,0.048,0.01207,8.1e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg06556497,0.032,0.00679,2.1e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg20207911,0.058,0.01349,1.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg10431802,0.055,0.01386,6.9e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02064275,0.074,0.01741,2.2e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg21975834,0.059,0.01319,8.8e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg19991780,0.042,0.01061,6.6e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg05302489,0.04,0.0091,1.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg25223634,0.047,0.00988,2.2e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg11384427,0.059,0.01411,2.7e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg02146026,-0.05,0.01267,8e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg01993576,0.067,0.01485,5.9e-06,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg07728874,0.11,0.02064,9.7e-08,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
cg15773890,0.058,0.01384,2.4e-05,Robert-F-Hillary_Prevalent_Chronic_Kidney_Disease_(Estimated)_Basic_model
