CpG,Beta,SE,P,StudyID
cg17579446,-0.034,0.00787,1.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05459750,-0.027,0.00671,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10513161,0.034,0.00832,3.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16983588,0.02,0.00507,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03725309,-0.031,0.00587,1.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26649096,0.027,0.00628,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24699271,0.041,0.00974,2.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21279874,0.029,0.00751,9.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00310463,-0.031,0.00758,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26351104,0.026,0.00581,5.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15553397,0.038,0.00882,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14334350,0.036,0.00733,9.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19589396,-0.026,0.00605,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27150412,0.054,0.01386,8.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03684977,0.034,0.00864,9.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26189283,-0.019,0.00476,5.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15867698,0.039,0.00912,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10100437,-0.037,0.00866,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25739016,0.039,0.00963,4.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21990700,-0.026,0.00543,2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16468631,0.04,0.00995,6.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02097120,-0.047,0.01029,4.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23170981,-0.018,0.00463,8.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13674249,-0.03,0.00734,3.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20477259,-0.04,0.00995,7.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01340312,-0.022,0.00549,5.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14732540,-0.023,0.00556,4.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20608786,0.031,0.00717,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12893030,0.035,0.00878,5.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00134210,-0.023,0.00463,1.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09469355,-0.048,0.00904,1.3e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10190813,-0.028,0.00629,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17680767,-0.026,0.00621,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27000590,0.027,0.00598,4.3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00156995,0.044,0.00961,3.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10189661,0.029,0.00691,2.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17988187,0.033,0.00805,4.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07413467,0.035,0.0057,7.3e-10,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02059214,-0.026,0.00598,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
ch.5.58219013F,-0.026,0.00647,6.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06172950,-0.032,0.00823,9.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22425186,-0.034,0.00869,7.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15344028,-0.019,0.00465,3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12444076,0.052,0.01033,4.9e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07429284,0.043,0.00809,1.4e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01097768,-0.034,0.00828,5.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25531857,-0.035,0.00802,1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19337279,0.026,0.00594,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05768044,0.024,0.00603,5.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18618815,-0.027,0.00614,8.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27496339,0.022,0.00521,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09993699,-0.025,0.00491,3.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04789403,-0.026,0.00602,1.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25941075,0.031,0.00681,3.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00417304,-0.042,0.0092,5.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25813942,0.031,0.00725,1.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22953759,-0.025,0.00521,2.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11064521,0.069,0.01457,2.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27637521,-0.017,0.00434,8.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11554391,-0.024,0.00529,5.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg20051772,-0.022,0.00543,4.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22540135,-0.022,0.00527,3.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02095596,0.042,0.01009,2.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06880963,0.044,0.01096,5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24686918,-0.027,0.00663,4.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16045390,0.027,0.00663,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15866367,0.03,0.00627,1.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00410534,0.046,0.0102,6.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23127986,0.031,0.00657,2.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04406114,0.045,0.01123,6.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25217710,0.055,0.01225,8.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11849692,0.051,0.01141,7.3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05899984,0.032,0.0078,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24859158,-0.023,0.00575,9.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05310309,-0.021,0.005,3.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24399529,0.021,0.00533,6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17953136,0.033,0.00811,4.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08371947,0.049,0.01182,3.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26729380,-0.016,0.00395,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27662789,0.015,0.00322,6.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19713429,-0.02,0.00517,8.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06690548,-0.017,0.00424,7.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05663031,0.038,0.00842,6.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00259097,0.034,0.00784,1.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09309024,0.049,0.01137,1.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25607249,-0.024,0.00495,9.2e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27430293,0.023,0.00544,1.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13127741,-0.035,0.00796,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08106066,-0.024,0.00612,7.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26801037,-0.027,0.00685,8.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17666418,-0.023,0.00514,7.3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26161997,0.042,0.00726,5.4e-09,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26442890,-0.034,0.00778,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25691553,-0.026,0.00514,4.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25111284,0.038,0.00916,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01127300,-0.027,0.00531,4.9e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04956244,0.066,0.01299,4.3e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15989436,-0.029,0.00695,3.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18956562,0.025,0.00609,5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04011474,-0.032,0.00735,1.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09557991,-0.024,0.00491,1.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02532700,-0.019,0.00421,1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16989132,-0.029,0.00687,3.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01218206,-0.025,0.00609,4.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05603985,-0.035,0.00705,6.9e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05969150,0.037,0.00956,9.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09935388,-0.018,0.00327,5.4e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01149053,0.053,0.01137,3.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02481950,0.039,0.00868,8.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23487226,-0.028,0.00726,9.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10974463,0.035,0.00676,3.2e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12458280,-0.026,0.00659,9.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06875863,0.027,0.00673,5.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19576099,-0.029,0.0073,8.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07719604,0.04,0.00882,5.7e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08568554,0.033,0.00799,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22478317,-0.038,0.00872,1.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14629055,0.038,0.00928,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00210249,0.027,0.00572,3.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15963913,0.036,0.00678,1.4e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10743102,-0.026,0.00622,3.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14297444,-0.038,0.00813,2.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26024874,0.031,0.00761,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15134174,0.038,0.00887,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12496975,-0.038,0.00936,5.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23190089,-0.023,0.0056,4.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04423209,0.032,0.00765,2.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06946797,-0.023,0.00517,6.3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12315466,0.047,0.01156,4.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12075928,-0.021,0.00525,4.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18115724,0.029,0.00662,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23761616,0.024,0.00609,6.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06007201,-0.021,0.00481,7.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18623836,-0.032,0.00685,2.8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14753356,-0.029,0.00637,6.3e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22069247,0.03,0.00714,3.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18030453,0.059,0.01095,8.5e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26695387,-0.024,0.00498,2.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07925587,-0.024,0.00612,9.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12996913,0.023,0.00531,1.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23102014,-0.028,0.00713,7.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08899667,0.044,0.0085,2.3e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00174179,-0.047,0.0117,6.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06285727,-0.028,0.00564,7.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25790365,0.04,0.00925,1.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22794214,0.03,0.00771,8.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24933758,0.024,0.00616,9.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24531955,-0.024,0.00542,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16988970,0.027,0.00665,4.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12761472,-0.026,0.00669,8.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05697249,0.026,0.00665,8.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04202957,-0.021,0.00522,6.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04514392,0.023,0.00449,2e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11043251,-0.047,0.01083,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02798157,-0.046,0.0101,6.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06672226,0.034,0.00811,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg12303084,-0.022,0.0053,2.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21766592,-0.019,0.00442,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16144331,0.03,0.00746,7.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13260278,0.023,0.00573,5.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17680611,-0.031,0.00759,4.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18561976,-0.016,0.00398,4.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01188753,-0.024,0.00579,2.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11468953,-0.022,0.00551,7.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00017842,-0.037,0.00837,1.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11177526,-0.014,0.00363,9.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15874113,0.036,0.00858,2.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11843304,-0.035,0.00792,1.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04885881,-0.026,0.0054,1.9e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26023268,0.031,0.0077,5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg11020638,0.034,0.00852,5.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00347798,0.0077,0.00199,9.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06940720,0.035,0.00828,2.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08786003,-0.025,0.00558,8.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16736826,-0.046,0.01044,9.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25162588,-0.029,0.00696,2.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08774868,0.035,0.00867,6.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27243685,0.034,0.0074,4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02991558,0.032,0.00806,6.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19729914,0.039,0.00969,4.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21506299,-0.026,0.006,2.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18388559,0.046,0.01164,6.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg08129449,0.035,0.00635,4.9e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg05264101,0.055,0.01391,8.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03639223,0.064,0.0125,3.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15964468,0.023,0.00558,5.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10717869,0.037,0.00946,9.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01731783,-0.05,0.0124,4.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16458838,0.032,0.00763,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15800722,0.031,0.00753,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00637144,0.032,0.00821,9.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03819286,0.046,0.01063,1.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26585452,-0.028,0.00645,1.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
ch.14.97331099F,-0.019,0.0048,8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26283713,0.038,0.00924,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg09639964,0.022,0.0053,3.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23077606,-0.039,0.00979,6.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03636183,-0.022,0.00439,6e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21979773,0.053,0.01008,1.1e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06682445,0.045,0.01013,8e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23475474,0.042,0.00963,1.3e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18553276,-0.047,0.01152,3.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg03329539,-0.033,0.00635,2.2e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23580000,0.036,0.00873,3.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18482892,-0.023,0.00552,3.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg04264638,0.025,0.00651,9.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg13379236,0.028,0.00696,6.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23404711,0.036,0.00748,2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19465320,-0.036,0.00869,3.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00472758,0.036,0.00891,4.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg06854772,0.051,0.01025,6.7e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg17061862,-0.021,0.00524,7.5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19304003,-0.031,0.00734,1.9e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02711608,-0.022,0.00541,4.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27117792,-0.025,0.00556,5.6e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg00008629,-0.016,0.00327,4.5e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10614445,0.031,0.00805,9.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg18394552,0.026,0.00635,5.7e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg23072383,-0.02,0.00468,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26034658,0.069,0.01192,7.3e-09,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg24998879,0.028,0.00706,8.1e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14973055,0.037,0.00928,8.2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02650017,-0.022,0.00513,1.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg16363586,-0.021,0.00462,8.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg22073802,-0.021,0.00505,3.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07185119,0.043,0.00791,4.6e-08,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg19115017,-0.03,0.00778,9.8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14012686,0.046,0.0113,4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg15001547,0.028,0.00597,3.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg07533239,-0.05,0.01104,6.1e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02980249,0.034,0.00848,7.4e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10401362,0.036,0.00715,3.8e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26276120,-0.029,0.00588,8.6e-07,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg02162897,0.02,0.00465,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26695909,0.034,0.0076,6.4e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01406381,-0.02,0.00438,3.5e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg26615853,0.022,0.00556,8e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg27184903,0.05,0.01066,2.2e-06,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg01016119,-0.023,0.00571,5e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg25035489,0.037,0.00906,5.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg10508317,-0.023,0.00523,1.6e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg21429551,-0.021,0.0036,6.9e-09,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
cg14930065,0.028,0.00656,2e-05,Robert-F-Hillary_Incident_Ischemic_Heart_Disease_Basic_model
