CpG,Beta,SE,P,StudyID
cg05525374,-0.0249,0.00609,7.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05543030,-0.0376,0.00716,5.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05543864,0.0114,0.00261,2.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05547895,0.0854,0.0199,3.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05548469,0.0273,0.00662,6.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05551825,-0.0271,0.00652,5.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05568549,0.0209,0.00515,8.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05573654,-0.0253,0.00529,4.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05591701,-0.0281,0.00606,7.9e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05595088,-0.0335,0.00804,5.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05595469,0.0303,0.00745,8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05614735,-0.0357,0.00661,2.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05627398,-0.023,0.00551,5.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05652141,0.025,0.00591,4.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05655953,-0.0073,0.00175,5.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05656566,0.0229,0.00545,4.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05657709,-0.0374,0.00546,2.2e-10,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05670004,0.029,0.00576,1.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05687563,0.03,0.00518,4.4e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05701418,0.0607,0.01362,1.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05707655,0.0263,0.00639,6.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05751055,0.0138,0.00319,2.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05781417,0.0606,0.01153,5.5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05785989,-0.0124,0.00304,7.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05789250,0.0256,0.00561,1.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05792312,0.2444,0.03381,3e-11,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05830220,0.0425,0.00826,8.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05836043,-0.0424,0.00822,8.6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05844789,-0.0334,0.00605,1.6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05845030,0.0257,0.00475,2.7e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05847519,-0.0331,0.00781,4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05881762,0.0317,0.00586,2.8e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05886546,-0.0545,0.00919,2.3e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05888433,-0.0122,0.00303,9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05912299,-0.07,0.01213,4.8e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05918715,-0.1896,0.03384,1.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05929056,0.0566,0.01021,1.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05938207,-0.0727,0.01023,5.6e-11,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05939560,0.0283,0.00495,6.3e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05951817,-0.0276,0.00639,3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05955436,0.0301,0.00605,1.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05966078,0.1063,0.01925,1.6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05967295,0.0689,0.01223,9.6e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05971102,0.0978,0.0229,3.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05971148,-0.0139,0.00299,7.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05972185,0.0268,0.00531,1.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05972503,-0.0253,0.00493,9.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05973840,0.0256,0.00486,4.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05978306,0.0257,0.0059,2.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05988645,0.0319,0.00793,9.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg05995465,-0.1189,0.02367,1.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06008511,0.0137,0.00308,1.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06011067,-0.0495,0.00836,2.4e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06012872,-0.0372,0.00746,1.7e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06013395,0.0812,0.01198,3.2e-10,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06026545,0.0254,0.00598,3.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06039489,-0.0374,0.00913,7.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06043908,0.0189,0.00411,9.2e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06061966,-0.0286,0.00491,3.7e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06065549,0.0397,0.00677,3.1e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06075311,-0.0273,0.00461,2.5e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06092244,0.03,0.00745,9.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06102954,-0.0674,0.01001,4e-10,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06108461,0.0765,0.01836,5.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06126713,0.0405,0.00723,1.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06164260,0.0227,0.00415,2.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06173919,-0.0224,0.00417,3.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06177459,-0.0642,0.01476,2.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06181697,0.0398,0.00826,3.7e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06192883,-0.0264,0.00482,2e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06193766,0.0403,0.00975,6.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06225767,-0.0238,0.00554,3.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06245776,-0.0844,0.01586,3.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06249604,-0.073,0.01795,7.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06263672,-0.034,0.0078,2.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06268161,0.0253,0.00509,2e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06291107,-0.0172,0.00382,1.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06301399,-0.0358,0.00786,1.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06316104,0.1671,0.02402,1.2e-10,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06318624,-0.0263,0.006,2.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06321808,0.0397,0.00603,8.2e-10,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06324048,0.0345,0.00609,8.2e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06324554,0.0496,0.00936,4.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06330797,0.1384,0.0265,6.3e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06336535,0.0195,0.00448,2.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06354398,-0.0651,0.01287,1.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06359132,0.0254,0.00532,4.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06360776,0.0321,0.00621,7.8e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06363129,0.0548,0.00783,9.8e-11,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06366107,0.0199,0.00386,8.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06371628,-0.0604,0.01022,2.5e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06372654,0.0165,0.00374,2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06381803,0.038,0.00923,6.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06401999,0.0198,0.00363,2.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06419659,0.0539,0.01343,9.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06424894,0.058,0.01049,1.5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06437840,-0.0646,0.01558,5.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06442199,-0.0512,0.01032,2e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06449334,0.0292,0.00615,5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06457408,0.0163,0.00333,2.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06478823,-0.0357,0.007,1.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06484146,-0.0678,0.01107,8.5e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06500079,0.0327,0.00579,8.6e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06506966,0.0154,0.00377,7.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06513375,-0.0893,0.0161,1.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06522681,-0.0189,0.00443,3.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06526741,-0.0212,0.00476,1.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06539629,0.0484,0.00889,2.3e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06563504,0.0265,0.00409,1.4e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06563943,-0.023,0.00473,3.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06574960,-0.0195,0.00424,9.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06580800,0.0224,0.00534,4.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06612016,-0.0398,0.00626,2.9e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06620993,0.0226,0.00515,2.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06624358,-0.0455,0.00945,3.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06626599,-0.0111,0.00261,4.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06632549,-0.0197,0.00468,4.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06638568,-0.0317,0.00648,2.6e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06644515,0.0218,0.00445,2.6e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06654118,0.039,0.00916,3.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06663305,-0.0538,0.01141,5.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06670599,0.0211,0.00499,4.3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06672226,0.027,0.00592,1.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06672560,0.0144,0.00326,1.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06688763,-0.0396,0.00933,4.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06692974,0.0203,0.00471,3e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06704969,-0.0404,0.00871,7.9e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06715330,-0.0317,0.00509,5.4e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06722630,-0.0205,0.00479,3.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06726820,0.0361,0.00887,7.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06727993,0.016,0.00393,7.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06729093,0.0372,0.00652,6.8e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06740227,-0.0555,0.01087,1.1e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06743552,0.0211,0.00525,9.8e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06765022,0.0206,0.00502,7.2e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06768944,-0.0329,0.00628,5.9e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06770878,0.0288,0.00584,2.2e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06789517,0.0689,0.01168,2.7e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06791457,0.0186,0.00463,9.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06802565,-0.0099,0.00216,9.7e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06809364,-0.0173,0.00415,5.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06813554,0.0225,0.00447,1.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06818777,-0.019,0.00424,1.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06821828,-0.0683,0.01499,1.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06834689,0.0135,0.00311,2.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06836102,0.0295,0.0056,5.4e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06847168,0.0233,0.00537,2.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06850787,-0.0436,0.01071,7.9e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06851207,-0.1011,0.01394,2.6e-11,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06872019,-0.0247,0.00584,4.1e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06877762,0.01,0.00216,8.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06878548,0.0376,0.008,6e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06885284,0.012,0.00229,6.1e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06902698,0.0284,0.00606,6.8e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06903658,0.0461,0.00875,5e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06911613,-0.0558,0.0088,3e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06928703,0.0173,0.00346,1.7e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06935361,0.031,0.00697,1.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06956006,0.0291,0.00557,6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06958216,-0.0156,0.0034,9.9e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06960717,0.0733,0.01474,1.9e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06969622,-0.0207,0.00465,1.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06978288,0.025,0.00426,2.9e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06981309,0.0452,0.00893,1.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06988336,-0.0296,0.00663,1.6e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg06996423,-0.016,0.00368,2.7e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07011168,-0.0285,0.00489,3.6e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07015424,0.0298,0.00706,4.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07018435,0.0447,0.01105,8.5e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07020979,-0.0685,0.01111,7e-09,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07030516,0.0463,0.00821,9.3e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07043305,0.0574,0.00874,9.4e-10,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07045469,-0.0443,0.0086,8.6e-07,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07059360,0.0224,0.00444,1.4e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07069636,0.021,0.00434,3.3e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07074042,0.0223,0.00541,6.4e-05,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07083023,0.0315,0.00685,9.5e-06,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07091529,-0.0267,0.00469,7e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
cg07105285,0.0369,0.00638,4.6e-08,27886173_Battram-T_crohn_s_disease_ewas_catalog_re-analysis_of_geo_data__geo_accession_id_is_gse87640
