CpG,Beta,SE,P,StudyID
cg03322353,-0.054,0.0131,3.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18030453,0.11,0.0209,1.1e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10101600,0.095,0.0209,5.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26669717,-0.097,0.0212,4.5e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13673563,0.07,0.0175,6.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16006965,-0.035,0.0071,8.3e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06285727,-0.05,0.0108,3.2e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10183965,0.11,0.022,5.2e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07960624,-0.043,0.01,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23801885,0.14,0.0248,4.1e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18181703,-0.082,0.0126,9.5e-11,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24296397,0.1,0.0182,2.9e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18561976,-0.031,0.0076,4.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21549285,-0.028,0.0069,6.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg20248822,-0.069,0.0173,6.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23051392,0.054,0.0135,5.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01971407,-0.076,0.0145,1.6e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
ch.2.105901354F,-0.046,0.0095,1.7e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg04664897,0.064,0.0142,6.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10959651,-0.045,0.0104,1.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12014818,0.053,0.0135,7.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07924081,0.047,0.0104,5.9e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24324354,0.056,0.0117,1.3e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05264101,0.11,0.0267,5.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03227037,0.05,0.0124,5.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
ch.14.97331099F,-0.046,0.0093,8.3e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07143841,-0.037,0.0087,2.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08352115,0.067,0.0162,3.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg03636183,-0.045,0.0084,6.4e-08,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01649611,-0.038,0.0096,7.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg12510708,-0.043,0.0111,9.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13823169,-0.092,0.0173,1.3e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08315613,0.11,0.0272,7.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg13174306,-0.057,0.0134,2.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg22763593,0.089,0.0205,1.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg16305292,0.097,0.0168,7.8e-09,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11546131,0.076,0.0192,7.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17950348,-0.062,0.0155,6.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg10919522,-0.047,0.0106,1.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg25966649,0.035,0.0089,7.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26955383,0.046,0.0114,5.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05099464,-0.046,0.0113,5.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18394552,0.056,0.0122,3.9e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01867764,0.092,0.0232,8.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01741041,0.054,0.0137,9.5e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg15366353,0.043,0.0109,8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06595162,-0.081,0.0175,4.1e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg07337598,0.081,0.0208,9.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00277397,-0.063,0.0126,5.1e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01406381,-0.034,0.0084,6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18020072,0.12,0.0271,8.2e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09620705,-0.034,0.0088,9.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg20872692,-0.065,0.0165,8.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg26312951,-0.042,0.0104,6.6e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17214023,-0.076,0.0186,4.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg14473904,0.075,0.0187,5.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg20671910,0.065,0.0165,8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg22862003,-0.046,0.0112,4.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05696877,-0.021,0.005,2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg18608055,-0.083,0.018,3.8e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg24263283,-0.06,0.0115,1.6e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg00911776,-0.044,0.0112,8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17426969,0.039,0.0096,4.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg02068690,0.095,0.0231,4.3e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01227558,-0.12,0.0225,2.7e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17018786,0.1,0.0265,9.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg06748978,0.077,0.0185,3.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg27660099,0.061,0.0151,5.2e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg23581541,0.039,0.0097,5.4e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg15636519,-0.047,0.0102,3.6e-06,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
ch.1.171672612F,-0.042,0.0107,9.8e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg05870586,-0.057,0.013,1.1e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg21161138,-0.049,0.0115,1.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg09262171,0.053,0.0136,9.9e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg17237086,0.12,0.0233,5.5e-07,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg01445100,0.084,0.0206,4.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg08387293,0.075,0.0183,4.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
cg11551560,0.08,0.0201,6.7e-05,Robert-F-Hillary_Prevalent_Rheumatoid_Arthritis_(Self-report)_Basic_model
