CpG,Beta,SE,P,StudyID
cg07283217,-0.03708,0.0057,1.05e-10,23334450_rheumatoid_arthritis
cg07316489,0.01588,0.0024,3.6e-11,23334450_rheumatoid_arthritis
cg07360250,-0.01049,0.0019,1.83e-08,23334450_rheumatoid_arthritis
cg07385490,-0.0208,0.0034,1.26e-09,23334450_rheumatoid_arthritis
cg07388801,0.01851,0.0023,6.62e-16,23334450_rheumatoid_arthritis
cg07419740,0.00766,0.0012,5.63e-11,23334450_rheumatoid_arthritis
cg07536502,0.01583,0.0028,1.83e-08,23334450_rheumatoid_arthritis
cg07575812,0.02188,0.0033,1.75e-11,23334450_rheumatoid_arthritis
cg07608052,0.01148,0.0021,2.33e-08,23334450_rheumatoid_arthritis
cg07663789,0.01888,0.0024,1.6e-15,23334450_rheumatoid_arthritis
cg07796823,-0.01232,0.0023,1.47e-07,23334450_rheumatoid_arthritis
cg07828169,-0.01498,0.0029,1.5e-07,23334450_rheumatoid_arthritis
cg07849972,0.01128,0.0018,5.98e-10,23334450_rheumatoid_arthritis
cg08052882,0.01085,0.0014,9.97e-15,23334450_rheumatoid_arthritis
cg08198193,0.01084,0.0019,1.97e-08,23334450_rheumatoid_arthritis
cg08205639,0.01221,0.0021,4.03e-09,23334450_rheumatoid_arthritis
cg08212230,0.03645,0.0046,1.63e-15,23334450_rheumatoid_arthritis
cg08213909,-0.01647,0.0031,1.34e-07,23334450_rheumatoid_arthritis
cg08215255,-0.01377,0.0022,6.78e-10,23334450_rheumatoid_arthritis
cg08217409,-0.03145,0.0054,5.07e-09,23334450_rheumatoid_arthritis
cg08236499,-0.01202,0.0016,1.41e-14,23334450_rheumatoid_arthritis
cg08267245,0.01181,0.0015,1.14e-15,23334450_rheumatoid_arthritis
cg08299880,-0.03357,0.0054,6.15e-10,23334450_rheumatoid_arthritis
cg08322205,0.00727,0.0013,4.78e-08,23334450_rheumatoid_arthritis
cg08336435,0.0082,0.0014,1.36e-09,23334450_rheumatoid_arthritis
cg08374552,-0.01035,0.0019,7.46e-08,23334450_rheumatoid_arthritis
cg08400814,0.02286,0.0027,3.78e-17,23334450_rheumatoid_arthritis
cg08414068,-0.03263,0.0058,2.25e-08,23334450_rheumatoid_arthritis
cg08446038,0.01808,0.0031,5.03e-09,23334450_rheumatoid_arthritis
cg08628233,0.01202,0.0023,9.62e-08,23334450_rheumatoid_arthritis
cg08663953,0.02165,0.0028,5.04e-15,23334450_rheumatoid_arthritis
cg08670465,0.01468,0.0025,7.45e-09,23334450_rheumatoid_arthritis
cg08709073,0.02185,0.0037,2.77e-09,23334450_rheumatoid_arthritis
cg08725962,0.00593,8e-04,3.57e-14,23334450_rheumatoid_arthritis
cg08745899,0.01636,0.0023,1.71e-12,23334450_rheumatoid_arthritis
cg08771731,0.00955,0.0014,2.29e-11,23334450_rheumatoid_arthritis
cg08885381,-0.03967,0.0063,4.16e-10,23334450_rheumatoid_arthritis
cg08929467,-0.01277,0.0023,2.95e-08,23334450_rheumatoid_arthritis
cg08935663,-0.02508,0.0042,1.91e-09,23334450_rheumatoid_arthritis
cg08969102,0.01984,0.0031,2.6e-10,23334450_rheumatoid_arthritis
cg08981702,0.0166,0.003,4.64e-08,23334450_rheumatoid_arthritis
cg09000112,0.00956,0.0016,1.35e-09,23334450_rheumatoid_arthritis
cg09003326,0.02052,0.0026,1.35e-15,23334450_rheumatoid_arthritis
cg09005125,-0.02251,0.0037,7.66e-10,23334450_rheumatoid_arthritis
cg09043153,0.00925,0.0015,2.31e-10,23334450_rheumatoid_arthritis
cg09096234,-0.01509,0.0023,1.34e-10,23334450_rheumatoid_arthritis
cg09173344,0.00438,8e-04,4.92e-08,23334450_rheumatoid_arthritis
cg09501687,0.01616,0.0029,3.46e-08,23334450_rheumatoid_arthritis
cg09526215,-0.02617,0.0049,8.71e-08,23334450_rheumatoid_arthritis
cg09564133,-0.01346,0.0023,9.59e-09,23334450_rheumatoid_arthritis
cg09568216,-0.01738,0.0033,1.14e-07,23334450_rheumatoid_arthritis
cg09575258,0.01799,0.0027,1.31e-11,23334450_rheumatoid_arthritis
cg09632585,-0.01314,0.0021,8.68e-10,23334450_rheumatoid_arthritis
cg09645138,-0.01448,0.0019,2.29e-14,23334450_rheumatoid_arthritis
cg09645993,-0.01056,0.002,9.34e-08,23334450_rheumatoid_arthritis
cg09656152,-0.02176,0.0038,1.58e-08,23334450_rheumatoid_arthritis
cg09800974,-0.00929,0.0016,2.78e-09,23334450_rheumatoid_arthritis
cg09875802,0.00659,9e-04,3.56e-14,23334450_rheumatoid_arthritis
cg09890987,-0.02597,0.0049,1.43e-07,23334450_rheumatoid_arthritis
cg10012394,0.01045,0.0017,8.97e-10,23334450_rheumatoid_arthritis
cg10069238,-0.01959,0.0025,1.47e-14,23334450_rheumatoid_arthritis
cg10178203,0.01709,0.0022,5.21e-15,23334450_rheumatoid_arthritis
cg10217292,-0.02216,0.0036,1.26e-09,23334450_rheumatoid_arthritis
cg10358954,0.01226,0.0021,4.35e-09,23334450_rheumatoid_arthritis
cg10569335,0.02585,0.0033,8.19e-15,23334450_rheumatoid_arthritis
cg10585161,0.01028,0.0013,7.77e-16,23334450_rheumatoid_arthritis
cg10605963,-0.01048,0.0017,4.24e-10,23334450_rheumatoid_arthritis
cg10643407,0.0144,0.0019,1.62e-14,23334450_rheumatoid_arthritis
cg10650870,0.00961,0.0013,8.01e-14,23334450_rheumatoid_arthritis
cg10654803,-0.02022,0.0028,5.44e-13,23334450_rheumatoid_arthritis
cg10669597,-0.01405,0.0024,8.85e-09,23334450_rheumatoid_arthritis
cg10832470,0.01442,0.0021,7.16e-12,23334450_rheumatoid_arthritis
cg10847032,0.01386,0.0017,5.75e-16,23334450_rheumatoid_arthritis
cg10958362,0.03394,0.0042,4.38e-16,23334450_rheumatoid_arthritis
cg10987255,0.00457,9e-04,1.05e-07,23334450_rheumatoid_arthritis
cg11011625,0.01312,0.0019,7.59e-12,23334450_rheumatoid_arthritis
cg11062417,-0.01368,0.0019,3.46e-13,23334450_rheumatoid_arthritis
cg11161755,-0.01189,0.002,2.56e-09,23334450_rheumatoid_arthritis
cg11178189,0.00701,0.0013,2.35e-08,23334450_rheumatoid_arthritis
cg11200794,-0.01006,0.0017,8.78e-09,23334450_rheumatoid_arthritis
cg11201566,0.01014,0.0017,1.12e-09,23334450_rheumatoid_arthritis
cg11208869,-0.01101,0.0021,1.15e-07,23334450_rheumatoid_arthritis
cg11217865,0.03145,0.0039,1.07e-15,23334450_rheumatoid_arthritis
cg11286669,-0.02144,0.0039,4.52e-08,23334450_rheumatoid_arthritis
cg11304283,-0.02149,0.004,8.19e-08,23334450_rheumatoid_arthritis
cg11309685,0.01446,0.0018,1.61e-15,23334450_rheumatoid_arthritis
cg11399754,0.00982,0.0013,1.27e-14,23334450_rheumatoid_arthritis
cg11403027,0.01953,0.0037,9.35e-08,23334450_rheumatoid_arthritis
cg11410521,-0.01989,0.0035,1.62e-08,23334450_rheumatoid_arthritis
cg11449735,-0.01695,0.0021,8.13e-16,23334450_rheumatoid_arthritis
cg11481451,-0.02105,0.0036,5.26e-09,23334450_rheumatoid_arthritis
cg11496113,0.04517,0.005,1.14e-19,23334450_rheumatoid_arthritis
cg11498079,0.00915,0.0014,4.97e-11,23334450_rheumatoid_arthritis
cg11503687,-0.02308,0.0039,2.24e-09,23334450_rheumatoid_arthritis
cg11528914,0.01029,0.0016,3.88e-10,23334450_rheumatoid_arthritis
cg11580212,-0.01756,0.0033,1.18e-07,23334450_rheumatoid_arthritis
cg11614389,0.01287,0.0019,2.4e-11,23334450_rheumatoid_arthritis
cg11669387,0.01013,0.0013,8.13e-16,23334450_rheumatoid_arthritis
cg11713336,0.00782,0.0013,1.15e-09,23334450_rheumatoid_arthritis
cg11734183,0.0237,0.0031,7.82e-15,23334450_rheumatoid_arthritis
cg11818544,-0.02108,0.0037,1.21e-08,23334450_rheumatoid_arthritis
cg11888447,-0.02636,0.0046,1.07e-08,23334450_rheumatoid_arthritis
cg12072724,-0.01367,0.0026,1.31e-07,23334450_rheumatoid_arthritis
cg12148899,0.00625,0.0011,4.2e-08,23334450_rheumatoid_arthritis
cg12202185,0.03084,0.0048,1.12e-10,23334450_rheumatoid_arthritis
cg12278467,0.03498,0.0044,2.77e-15,23334450_rheumatoid_arthritis
cg12325588,0.00683,9e-04,4.55e-14,23334450_rheumatoid_arthritis
cg12332316,-0.00823,0.0014,1.34e-08,23334450_rheumatoid_arthritis
cg12345696,0.0064,8e-04,1.58e-14,23334450_rheumatoid_arthritis
cg12363682,0.02471,0.0043,8.11e-09,23334450_rheumatoid_arthritis
cg12389685,0.01253,0.0023,7.49e-08,23334450_rheumatoid_arthritis
cg12398117,-0.01525,0.0024,1.47e-10,23334450_rheumatoid_arthritis
cg12439977,0.01852,0.0027,7.27e-12,23334450_rheumatoid_arthritis
cg12519013,0.01485,0.0023,5.24e-11,23334450_rheumatoid_arthritis
cg12623735,-0.02163,0.0038,1.1e-08,23334450_rheumatoid_arthritis
cg12645607,0.0122,0.0019,1.74e-10,23334450_rheumatoid_arthritis
cg12659009,-0.02602,0.0047,4.12e-08,23334450_rheumatoid_arthritis
cg12667792,-0.02448,0.0046,1.04e-07,23334450_rheumatoid_arthritis
cg12842791,-0.02326,0.0042,2.87e-08,23334450_rheumatoid_arthritis
cg12913097,0.0112,0.0015,2.9e-14,23334450_rheumatoid_arthritis
cg13013671,0.00487,9e-04,5.22e-08,23334450_rheumatoid_arthritis
cg13206302,0.00483,9e-04,2.44e-08,23334450_rheumatoid_arthritis
cg13303229,0.02309,0.0039,4.8e-09,23334450_rheumatoid_arthritis
cg13320626,0.00765,0.0013,1.94e-09,23334450_rheumatoid_arthritis
cg13370754,-0.03574,0.0061,4.63e-09,23334450_rheumatoid_arthritis
cg13378628,0.00652,0.0012,2.62e-08,23334450_rheumatoid_arthritis
cg13575217,0.00998,0.0015,1.66e-11,23334450_rheumatoid_arthritis
cg13625213,-0.01613,0.0025,7.93e-11,23334450_rheumatoid_arthritis
cg13700051,-0.01714,0.0032,7.45e-08,23334450_rheumatoid_arthritis
cg13904481,-0.01342,0.0025,8.79e-08,23334450_rheumatoid_arthritis
cg13945880,-0.01103,0.0018,2.17e-09,23334450_rheumatoid_arthritis
cg14101821,-0.01064,0.0019,1.61e-08,23334450_rheumatoid_arthritis
cg14122403,-0.01295,0.0022,6.71e-09,23334450_rheumatoid_arthritis
cg14345676,-0.01754,0.0031,2.42e-08,23334450_rheumatoid_arthritis
cg14450725,0.01121,0.0014,5.39e-15,23334450_rheumatoid_arthritis
cg14484145,0.00692,0.0012,1.43e-08,23334450_rheumatoid_arthritis
cg14502625,0.05872,0.0073,6.65e-16,23334450_rheumatoid_arthritis
cg14503981,-0.02631,0.0049,5.87e-08,23334450_rheumatoid_arthritis
cg14511739,0.00842,0.0014,7.43e-10,23334450_rheumatoid_arthritis
cg14536425,-0.03159,0.005,2.6e-10,23334450_rheumatoid_arthritis
cg14540821,0.01115,0.0014,1.07e-14,23334450_rheumatoid_arthritis
cg14555350,-0.01254,0.002,2.43e-10,23334450_rheumatoid_arthritis
cg14633504,0.01739,0.0023,1.1e-14,23334450_rheumatoid_arthritis
cg14681629,0.01576,0.002,8.29e-15,23334450_rheumatoid_arthritis
cg14707231,0.01998,0.0035,7.89e-09,23334450_rheumatoid_arthritis
cg14747322,0.01548,0.0018,4.58e-18,23334450_rheumatoid_arthritis
cg14759342,0.0096,0.0012,3.51e-15,23334450_rheumatoid_arthritis
cg14787704,-0.01408,0.0026,7.79e-08,23334450_rheumatoid_arthritis
cg15016062,-0.02207,0.0041,7.26e-08,23334450_rheumatoid_arthritis
cg15035705,0.00926,0.0015,9.98e-10,23334450_rheumatoid_arthritis
cg15094104,-0.0169,0.003,2.56e-08,23334450_rheumatoid_arthritis
cg15129183,0.00681,0.0011,2.29e-10,23334450_rheumatoid_arthritis
cg15169286,-0.01858,0.0032,8.88e-09,23334450_rheumatoid_arthritis
cg15344640,-0.01363,0.0022,1.3e-09,23334450_rheumatoid_arthritis
cg15358549,-0.01442,0.0026,5.06e-08,23334450_rheumatoid_arthritis
cg15359163,0.01144,0.0021,5.21e-08,23334450_rheumatoid_arthritis
cg15549761,0.01404,0.0022,2.31e-10,23334450_rheumatoid_arthritis
cg15622672,0.01152,0.0015,3.47e-15,23334450_rheumatoid_arthritis
cg15651267,-0.02566,0.0044,4.65e-09,23334450_rheumatoid_arthritis
cg15656347,0.05056,0.0058,1.65e-18,23334450_rheumatoid_arthritis
cg15902957,0.01161,0.0021,2.14e-08,23334450_rheumatoid_arthritis
cg15907819,-0.01902,0.0033,1.1e-08,23334450_rheumatoid_arthritis
cg15948012,0.02822,0.0029,6.45e-22,23334450_rheumatoid_arthritis
cg15974196,-0.03563,0.0067,9.7e-08,23334450_rheumatoid_arthritis
cg15992535,0.00626,9e-04,1.43e-11,23334450_rheumatoid_arthritis
cg16002929,-0.01267,0.0024,1.61e-07,23334450_rheumatoid_arthritis
cg16045612,0.00968,0.0017,2.43e-08,23334450_rheumatoid_arthritis
cg16179182,0.0167,0.0022,1.71e-14,23334450_rheumatoid_arthritis
cg16210842,0.01633,0.0023,2.48e-12,23334450_rheumatoid_arthritis
cg16210973,-0.01187,0.0022,7.3e-08,23334450_rheumatoid_arthritis
cg16214267,0.0097,0.0018,7.75e-08,23334450_rheumatoid_arthritis
cg16272868,0.01253,0.0016,1.01e-14,23334450_rheumatoid_arthritis
cg16290399,0.00859,0.0011,3.16e-14,23334450_rheumatoid_arthritis
cg16293959,0.02284,0.0036,1.34e-10,23334450_rheumatoid_arthritis
cg16296902,0.02666,0.0031,3.78e-18,23334450_rheumatoid_arthritis
cg16310774,0.00931,0.0012,2.78e-15,23334450_rheumatoid_arthritis
cg16345114,-0.01372,0.0024,1.93e-08,23334450_rheumatoid_arthritis
cg16370767,0.01639,0.0021,6.26e-15,23334450_rheumatoid_arthritis
cg16398128,0.00615,0.001,1.05e-09,23334450_rheumatoid_arthritis
cg16575104,0.01601,0.0021,1.62e-14,23334450_rheumatoid_arthritis
cg16577593,-0.03804,0.0067,1.26e-08,23334450_rheumatoid_arthritis
cg16752652,0.01709,0.0033,1.61e-07,23334450_rheumatoid_arthritis
cg16945098,0.01143,0.0014,5.4e-16,23334450_rheumatoid_arthritis
cg16989132,-0.0192,0.0036,8.85e-08,23334450_rheumatoid_arthritis
cg17034082,0.01275,0.0016,6.85e-15,23334450_rheumatoid_arthritis
cg17274428,0.00473,7e-04,7.07e-11,23334450_rheumatoid_arthritis
cg17291521,0.00527,8e-04,4.6e-10,23334450_rheumatoid_arthritis
cg17304222,0.01042,0.0016,4.44e-11,23334450_rheumatoid_arthritis
cg17357161,0.01651,0.0018,4.04e-20,23334450_rheumatoid_arthritis
cg17367077,-0.02191,0.0032,6.81e-12,23334450_rheumatoid_arthritis
cg17376861,0.01152,0.0021,2.3e-08,23334450_rheumatoid_arthritis
cg17391087,0.0041,8e-04,9.52e-08,23334450_rheumatoid_arthritis
cg17401179,0.02876,0.0044,5.17e-11,23334450_rheumatoid_arthritis
cg17417198,0.0265,0.0035,3.23e-14,23334450_rheumatoid_arthritis
cg17484237,0.01079,0.0016,3.83e-11,23334450_rheumatoid_arthritis
cg17633300,-0.01701,0.002,9.77e-17,23334450_rheumatoid_arthritis
cg17652716,-0.00939,0.0016,2.88e-09,23334450_rheumatoid_arthritis
cg17657814,-0.01738,0.0028,7.53e-10,23334450_rheumatoid_arthritis
cg17668562,-0.01597,0.003,6.3e-08,23334450_rheumatoid_arthritis
cg17714828,0.00794,0.001,9.3e-15,23334450_rheumatoid_arthritis
cg17752270,0.00599,0.0011,1.01e-07,23334450_rheumatoid_arthritis
cg17772342,0.02049,0.0033,5.81e-10,23334450_rheumatoid_arthritis
cg17954695,0.01914,0.0032,2.74e-09,23334450_rheumatoid_arthritis
cg17972073,0.01232,0.0016,9.95e-15,23334450_rheumatoid_arthritis
cg18029306,0.01697,0.0022,3.32e-14,23334450_rheumatoid_arthritis
cg18047032,0.02409,0.0036,1.91e-11,23334450_rheumatoid_arthritis
cg18064852,0.00819,0.0015,8.74e-08,23334450_rheumatoid_arthritis
cg18068240,0.00468,8e-04,2.95e-08,23334450_rheumatoid_arthritis
cg18074450,-0.01741,0.0021,2.96e-17,23334450_rheumatoid_arthritis
cg18093572,-0.022,0.0036,1.15e-09,23334450_rheumatoid_arthritis
cg18109838,0.02836,0.0037,1.18e-14,23334450_rheumatoid_arthritis
cg18111924,-0.00913,0.0017,1.56e-07,23334450_rheumatoid_arthritis
cg18118262,0.03443,0.0058,2.92e-09,23334450_rheumatoid_arthritis
cg18121420,0.00821,0.0015,5.74e-08,23334450_rheumatoid_arthritis
cg18126247,-0.01293,0.0021,8.86e-10,23334450_rheumatoid_arthritis
cg18233311,0.01466,0.0019,2.42e-14,23334450_rheumatoid_arthritis
cg18245083,0.01262,0.0016,1.57e-14,23334450_rheumatoid_arthritis
cg18261223,0.01478,0.0018,1.08e-16,23334450_rheumatoid_arthritis
cg18369866,0.01319,0.0023,4.84e-09,23334450_rheumatoid_arthritis
cg18420790,0.03585,0.0046,5.71e-15,23334450_rheumatoid_arthritis
cg18425032,-0.02046,0.0039,1.19e-07,23334450_rheumatoid_arthritis
cg18458373,-0.01613,0.0021,4.35e-15,23334450_rheumatoid_arthritis
cg18478038,0.01653,0.0022,1.5e-14,23334450_rheumatoid_arthritis
cg18529246,0.01086,0.0018,1.88e-09,23334450_rheumatoid_arthritis
cg18584747,0.00995,0.0015,1.89e-11,23334450_rheumatoid_arthritis
cg18730862,0.00641,0.0012,6.75e-08,23334450_rheumatoid_arthritis
cg18766691,-0.02115,0.0038,2.51e-08,23334450_rheumatoid_arthritis
cg18788891,0.00483,7e-04,7.49e-11,23334450_rheumatoid_arthritis
cg18828365,0.0227,0.0042,6.02e-08,23334450_rheumatoid_arthritis
cg18844145,-0.02293,0.0042,3.46e-08,23334450_rheumatoid_arthritis
cg18872778,0.01177,0.0014,1.47e-16,23334450_rheumatoid_arthritis
cg18880897,0.02378,0.004,3.34e-09,23334450_rheumatoid_arthritis
cg18887680,0.01324,0.0016,3.48e-16,23334450_rheumatoid_arthritis
cg18986273,0.02273,0.0034,3.6e-11,23334450_rheumatoid_arthritis
cg19092317,0.01679,0.0022,9.48e-15,23334450_rheumatoid_arthritis
cg19108785,0.01052,0.0013,9.31e-16,23334450_rheumatoid_arthritis
cg19215261,-0.01487,0.0022,5.57e-12,23334450_rheumatoid_arthritis
cg19440553,-0.03737,0.007,1.07e-07,23334450_rheumatoid_arthritis
cg19453893,-0.0097,0.0014,4.88e-12,23334450_rheumatoid_arthritis
cg19462976,0.0185,0.0032,1.22e-08,23334450_rheumatoid_arthritis
cg19677184,0.01252,0.0023,4.29e-08,23334450_rheumatoid_arthritis
cg19731340,0.00909,0.0012,2.96e-15,23334450_rheumatoid_arthritis
cg19747990,-0.02945,0.0052,1.42e-08,23334450_rheumatoid_arthritis
cg19788015,0.00814,0.001,6.52e-15,23334450_rheumatoid_arthritis
cg19814934,0.02686,0.0051,1.5e-07,23334450_rheumatoid_arthritis
cg19938119,0.00967,0.0014,5.83e-12,23334450_rheumatoid_arthritis
cg19958866,0.01078,0.0014,3.83e-15,23334450_rheumatoid_arthritis
cg19984355,-0.01784,0.0032,2.86e-08,23334450_rheumatoid_arthritis
cg20079193,0.01133,0.0016,3.18e-13,23334450_rheumatoid_arthritis
cg20203395,0.02232,0.0038,2.87e-09,23334450_rheumatoid_arthritis
cg20405584,0.01062,0.0018,1.38e-09,23334450_rheumatoid_arthritis
cg20452230,0.03506,0.0051,9.65e-12,23334450_rheumatoid_arthritis
cg20565980,0.01372,0.0015,1.87e-19,23334450_rheumatoid_arthritis
cg20618750,0.00958,0.0012,1.72e-14,23334450_rheumatoid_arthritis
cg20800086,0.02065,0.0039,1.01e-07,23334450_rheumatoid_arthritis
cg21052608,0.01803,0.0029,3.23e-10,23334450_rheumatoid_arthritis
cg21092413,0.00653,0.001,1.25e-10,23334450_rheumatoid_arthritis
cg21093215,-0.0443,0.0058,3.09e-14,23334450_rheumatoid_arthritis
cg21115120,0.01071,0.0019,8.33e-09,23334450_rheumatoid_arthritis
cg21136358,-0.01748,0.003,3.45e-09,23334450_rheumatoid_arthritis
cg21155100,-0.01013,0.0018,7.38e-09,23334450_rheumatoid_arthritis
cg21198550,0.0193,0.0036,1.09e-07,23334450_rheumatoid_arthritis
cg21199406,0.01265,0.0018,2.07e-12,23334450_rheumatoid_arthritis
cg21229536,0.01017,0.0015,6.49e-12,23334450_rheumatoid_arthritis
cg21245981,0.01544,0.0023,1.24e-11,23334450_rheumatoid_arthritis
cg21332729,0.00741,0.0013,7.62e-09,23334450_rheumatoid_arthritis
cg21530174,0.0283,0.0045,2.66e-10,23334450_rheumatoid_arthritis
cg21678388,0.01611,0.0023,2.88e-12,23334450_rheumatoid_arthritis
cg21703138,0.00665,8e-04,1.37e-15,23334450_rheumatoid_arthritis
cg21783004,-0.02424,0.0044,3.19e-08,23334450_rheumatoid_arthritis
cg21815063,0.01124,0.0015,1.04e-13,23334450_rheumatoid_arthritis
cg21938149,0.04126,0.0048,1.34e-17,23334450_rheumatoid_arthritis
cg21998184,-0.02232,0.0034,7.38e-11,23334450_rheumatoid_arthritis
cg22009596,0.00723,0.0013,7.82e-08,23334450_rheumatoid_arthritis
cg22043118,-0.02179,0.0038,8.29e-09,23334450_rheumatoid_arthritis
cg22115305,-0.0163,0.0027,9.36e-10,23334450_rheumatoid_arthritis
cg22160883,0.01216,0.002,1.39e-09,23334450_rheumatoid_arthritis
cg22188703,0.02665,0.0034,7.13e-15,23334450_rheumatoid_arthritis
cg22203867,-0.01354,0.0025,8.98e-08,23334450_rheumatoid_arthritis
cg22359217,0.00742,0.0011,6.62e-11,23334450_rheumatoid_arthritis
cg22434226,0.00598,0.0011,1.51e-07,23334450_rheumatoid_arthritis
cg22463117,-0.02888,0.005,7.18e-09,23334450_rheumatoid_arthritis
cg22590032,0.01049,0.0019,4.08e-08,23334450_rheumatoid_arthritis
cg22623268,-0.02372,0.0043,3.85e-08,23334450_rheumatoid_arthritis
cg22656956,0.00708,0.0013,2.26e-08,23334450_rheumatoid_arthritis
cg22698028,0.0189,0.0034,3.65e-08,23334450_rheumatoid_arthritis
cg22744783,-0.02904,0.005,5.8e-09,23334450_rheumatoid_arthritis
cg22861369,0.01686,0.0022,1.45e-14,23334450_rheumatoid_arthritis
cg22861758,0.01119,0.0017,1.59e-11,23334450_rheumatoid_arthritis
cg22877024,-0.01126,0.0021,1.1e-07,23334450_rheumatoid_arthritis
cg22895198,-0.03567,0.0064,2.62e-08,23334450_rheumatoid_arthritis
cg22946979,-0.01777,0.0029,1.34e-09,23334450_rheumatoid_arthritis
cg23022206,-0.0318,0.0056,1.42e-08,23334450_rheumatoid_arthritis
cg23117530,0.01749,0.0029,1.26e-09,23334450_rheumatoid_arthritis
cg23198558,-0.00978,0.0016,4.56e-10,23334450_rheumatoid_arthritis
cg23233650,-0.01277,0.0021,6.58e-10,23334450_rheumatoid_arthritis
cg23255964,0.01535,0.0026,1.78e-09,23334450_rheumatoid_arthritis
cg23260877,0.01151,0.0014,1.36e-15,23334450_rheumatoid_arthritis
cg23336905,0.01371,0.0026,7.82e-08,23334450_rheumatoid_arthritis
cg23337620,0.02545,0.0043,2.7e-09,23334450_rheumatoid_arthritis
cg23352712,0.00607,0.001,3.46e-09,23334450_rheumatoid_arthritis
cg23398700,0.02286,0.0031,2.3e-13,23334450_rheumatoid_arthritis
cg23419880,0.00839,0.0011,1.36e-14,23334450_rheumatoid_arthritis
cg23429847,0.00595,8e-04,1.21e-14,23334450_rheumatoid_arthritis
cg23928339,-0.02371,0.0041,9.75e-09,23334450_rheumatoid_arthritis
cg23932798,-0.01557,0.0023,1.55e-11,23334450_rheumatoid_arthritis
cg23934477,-0.01418,0.0022,9.06e-11,23334450_rheumatoid_arthritis
cg24044288,0.00631,8e-04,8.19e-15,23334450_rheumatoid_arthritis
cg24054315,-0.02716,0.0046,5.13e-09,23334450_rheumatoid_arthritis
cg24136586,0.0188,0.0024,1.27e-15,23334450_rheumatoid_arthritis
cg24193140,-0.00973,0.0018,3.87e-08,23334450_rheumatoid_arthritis
cg24206256,0.01115,0.0017,8.69e-11,23334450_rheumatoid_arthritis
cg24553364,0.0136,0.0017,7.24e-15,23334450_rheumatoid_arthritis
cg24618378,0.02138,0.0032,4.13e-11,23334450_rheumatoid_arthritis
cg24635157,0.02415,0.0035,4.35e-12,23334450_rheumatoid_arthritis
cg24663683,0.03464,0.0042,2.95e-16,23334450_rheumatoid_arthritis
cg24689420,-0.00872,0.0017,1.38e-07,23334450_rheumatoid_arthritis
cg24770230,-0.03338,0.0062,6.71e-08,23334450_rheumatoid_arthritis
cg24804705,0.01956,0.0025,1.1e-14,23334450_rheumatoid_arthritis
cg24804948,0.00817,0.0014,2.71e-09,23334450_rheumatoid_arthritis
cg24828151,0.00782,0.0015,1.63e-07,23334450_rheumatoid_arthritis
cg24835948,0.01902,0.0029,7.02e-11,23334450_rheumatoid_arthritis
cg24870967,-0.00576,9e-04,1.65e-11,23334450_rheumatoid_arthritis
cg24877792,0.03423,0.0048,6.69e-13,23334450_rheumatoid_arthritis
cg24935185,0.01049,0.0016,3.96e-11,23334450_rheumatoid_arthritis
cg24935345,-0.01991,0.0034,4.45e-09,23334450_rheumatoid_arthritis
cg24963443,0.0207,0.0035,2.16e-09,23334450_rheumatoid_arthritis
cg25008444,-0.02014,0.0034,3.45e-09,23334450_rheumatoid_arthritis
cg25125898,0.00604,0.0011,1.63e-08,23334450_rheumatoid_arthritis
cg25132078,0.01281,0.0016,1.93e-15,23334450_rheumatoid_arthritis
cg25203704,0.01133,0.0019,2.27e-09,23334450_rheumatoid_arthritis
cg25235638,-0.04388,0.0071,8.3e-10,23334450_rheumatoid_arthritis
cg25359292,0.00811,0.0015,6.16e-08,23334450_rheumatoid_arthritis
cg25379161,0.03614,0.0048,2.81e-14,23334450_rheumatoid_arthritis
cg25418748,0.01178,0.0019,6.18e-10,23334450_rheumatoid_arthritis
cg25460563,-0.02063,0.0032,7.79e-11,23334450_rheumatoid_arthritis
cg25477268,0.00611,0.0012,1.48e-07,23334450_rheumatoid_arthritis
cg25518868,0.01307,0.0024,3.9e-08,23334450_rheumatoid_arthritis
cg25526920,0.02734,0.0035,7.23e-15,23334450_rheumatoid_arthritis
cg25595084,-0.0133,0.0025,1.21e-07,23334450_rheumatoid_arthritis
cg25621393,0.00822,0.0011,1.45e-14,23334450_rheumatoid_arthritis
cg25645272,-0.02615,0.0044,3.85e-09,23334450_rheumatoid_arthritis
cg25658464,-0.02195,0.0042,1.27e-07,23334450_rheumatoid_arthritis
cg25940447,-0.01064,0.002,1.21e-07,23334450_rheumatoid_arthritis
cg25965290,0.01588,0.002,1.47e-15,23334450_rheumatoid_arthritis
cg26072213,0.00827,0.0013,8.13e-10,23334450_rheumatoid_arthritis
cg26081841,0.01564,0.0021,1.9e-13,23334450_rheumatoid_arthritis
cg26132490,0.01087,0.0014,3.92e-15,23334450_rheumatoid_arthritis
cg26171815,-0.01826,0.0028,1.05e-10,23334450_rheumatoid_arthritis
cg26220033,0.00942,0.0013,1.55e-12,23334450_rheumatoid_arthritis
cg26229715,0.02459,0.0036,1.45e-11,23334450_rheumatoid_arthritis
cg26303603,-0.04238,0.007,1.59e-09,23334450_rheumatoid_arthritis
cg26429629,0.01163,0.0019,1.12e-09,23334450_rheumatoid_arthritis
cg26441200,-0.03974,0.0071,1.81e-08,23334450_rheumatoid_arthritis
cg26474192,0.01405,0.0019,8.93e-14,23334450_rheumatoid_arthritis
