CD8T	CD4T	NK	Bcell	Mono	Neu
cg01960300	0.848928714354872	0.847658297008139	0.465331734122291	0.821549970394761	0.86141755913174	0.847449766911312
cg06809364	0.932265645164315	0.686606088916548	0.914768582931482	0.945226459446562	0.945915594349691	0.943435556390717
cg24737761	0.928058073122096	0.933740647699609	0.893199010232033	0.939218936096327	0.858012664023552	0.10554777044248
cg09723773	0.946906494435249	0.940224897686262	0.940012398325397	0.0751636930595009	0.935891908667371	0.932714690108172
cg03815480	0.242620130458895	0.196659124677007	0.055451726925544	0.233434613573672	0.0425667417025974	0.681697953381047
cg21369949	0.311147468300346	0.080071414141754	0.047850009318398	0.0272725385729854	0.024838205049798	0.0312077272134936
cg08844422	0.947651295098959	0.946787093970279	0.941141489363592	0.945782683097052	0.0978077136935169	0.870862505645355
cg22180675	0.928900163379128	0.930799055011663	0.874987884743004	0.91416347497115	0.0797850097624045	0.792755684132401
cg19205064	0.575495762976773	0.257708367074611	0.673642674916796	0.83057480659218	0.823971136511047	0.750331153876592
cg09388301	0.936224503703989	0.932788970321296	0.929198460745094	0.0530998784430433	0.927667538603875	0.922598177284041
cg04081928	0.115443101250096	0.0828093252238854	0.377145233464364	0.039302739661971	0.0273948579216436	0.0235350741091118
cg21710377	0.0368401616366849	0.0365404621158082	0.0363387972466278	0.418691637288677	0.657762519952033	0.194276932874704
cg23184711	0.0641479019780072	0.0696634488586693	0.0658153185321325	0.842103018133873	0.0912719697740054	0.332066993212597
cg10383428	0.599745865900743	0.610839488166572	0.536411402121053	0.767635151027695	0.892457640798801	0.6350032732723
cg13190003	0.940226745327421	0.925417552842257	0.920965896415504	0.941372921981996	0.891190307803209	0.0734648606297496
cg11775828	0.159878193259065	0.144080626984992	0.0962317016579167	0.413488412294444	0.744392360957667	0.524892092992969
cg22165522	0.382159382309347	0.337547061425521	0.0624278650078381	0.670583974943238	0.106559296066967	0.186702818767248
cg05085499	0.252108598862169	0.0470340766189972	0.547315761337322	0.0267898381680062	0.0220463934295218	0.0294423723127258
cg16905438	0.932262843173714	0.931997150812104	0.927473541572693	0.0416009015708395	0.926390915956827	0.921783075152513
cg02015961	0.945377793559769	0.940751246752122	0.925583009066208	0.943686353821731	0.909614413636176	0.089962610504557
cg13424923	0.225995861412903	0.1233620601494	0.372564696503056	0.0742068762156663	0.0956881843169387	0.096857725045578
cg03533256	0.77407093333308	0.784742396380225	0.863962607715029	0.859794084408441	0.0616649993949346	0.679108347465945
cg26341831	0.0464960779868477	0.188784781974956	0.0697178178893507	0.0277867926195411	0.196591103905894	0.834247027192938
cg09469986	0.897928663303664	0.913868299828697	0.908605756543061	0.0634449555596471	0.935150386775012	0.93688981121528
cg12687701	0.910714703957708	0.91856022763645	0.886047679040411	0.0443555993636382	0.92615600298592	0.93088300454735
cg00661777	0.169908693068208	0.257875437391999	0.0632048172294673	0.0543824975440912	0.0699599427529689	0.790669835493336
cg23946394	0.957861085182869	0.948778260984339	0.9393326398476	0.958479722879634	0.877312869381709	0.0612855784293274
cg23357708	0.263186716188723	0.265243668369389	0.097734953015467	0.851759581196263	0.0501683178089267	0.0378697005443334
cg11135202	0.90087284093471	0.645325933141062	0.940573486595573	0.960080144106241	0.959809048203704	0.95874948970919
cg08078218	0.946429473282314	0.942092844446048	0.942864820707953	0.0437210623340238	0.948574135183035	0.939367406369824
cg07731392	0.939852354521135	0.925532166906965	0.805045288225194	0.94014449559603	0.90922041869512	0.0574006114755665
cg15854154	0.587538258556025	0.548777427157485	0.506553147437604	0.452296921094955	0.604549947910956	0.87837685655068
cg27477043	0.369604678562434	0.142319645034483	0.075484825130306	0.0157014625163241	0.0146741633117393	0.0197450332984379
cg19270965	0.43534485912078	0.412664711174688	0.585112111884087	0.382617676120187	0.624648525379103	0.925205996059128
cg22727407	0.933334634672288	0.934900062512792	0.925125265804729	0.0468871414925543	0.898101607915299	0.920086977118404
cg00225157	0.20559705951426	0.324718864301593	0.406861712028074	0.375218090471884	0.422419243723158	0.426966839167215
cg02046836	0.864754093851525	0.832775824248392	0.460984142167922	0.877616580013369	0.908868283969568	0.858326329756565
cg27567284	0.920985219436121	0.894283948712901	0.908984242469472	0.037330905384428	0.944154516242305	0.937530421124157
cg01926319	0.217508559858278	0.0708466805663327	0.560943306402297	0.0968968661745521	0.036522632364266	0.222838297910492
cg00379635	0.804173549382936	0.831752688216682	0.305095318679635	0.917037268946499	0.87043226525005	0.84478621211871
cg08665903	0.309064496843557	0.271367093224841	0.190571334035487	0.0871694259602975	0.18454117545646	0.652504492004752
cg04751498	0.923152228805008	0.683785305438893	0.959297614288212	0.945137537760503	0.951559692782063	0.957530926371451
cg19279471	0.115467243106889	0.243560124024756	0.0558423543571184	0.509032697576742	0.032644467021899	0.0277759794637036
cg07195748	0.914051523782687	0.911867759898492	0.906186405372029	0.918914078121124	0.858002911343402	0.0633062924761089
cg08305103	0.952713558423594	0.934023015972641	0.944426464393183	0.821128563631575	0.384960792798533	0.932583101135806
cg08560387	0.0299307565223619	0.0338088902101796	0.0278491996609502	0.686078481926918	0.0365446923665189	0.0251134617503241
cg12419766	0.907764763626815	0.611698581848952	0.969832180774043	0.978617878590962	0.977821040051961	0.976038171431626
cg23836155	0.437001816565158	0.206351709880751	0.106623996943727	0.0571254118018573	0.0254747479118402	0.0244170736686245
cg11107598	0.613678712077379	0.35356317168552	0.356083974414345	0.102982894078831	0.0507552303462129	0.0509387330287602
cg09038998	0.302339889334626	0.208849822610978	0.431251716527758	0.129472927169862	0.188193924698801	0.166807331882399
cg16941568	0.604913214124246	0.464329179275849	0.363532259787419	0.357627986504657	0.323391185049297	0.359038902012628
cg23398076	0.125560122568685	0.0814772849446261	0.518532068605686	0.0545926532820047	0.0347367043159137	0.0378840550874377
cg25659364	0.288060037679159	0.244063518537689	0.168792772898343	0.80836885380566	0.311888275140928	0.279930629475024
cg04100356	0.935647447650081	0.882152102116458	0.873627279738513	0.931769343869125	0.820561558511328	0.0394038459511347
cg00934800	0.947779907662631	0.939859537212335	0.937234971457399	0.952922239788421	0.859042042018903	0.0993175648215453
cg08316380	0.469996497768136	0.678894976457887	0.757490241735694	0.865008839308431	0.815928102972584	0.812291272675571
cg18886071	0.155758834044075	0.042621060985532	0.534652743941623	0.0490402733048299	0.0864770037161524	0.0335324233222588
cg11514097	0.0653342380103537	0.0856307880770143	0.0401679010976044	0.635094852534455	0.075736486024524	0.032231447470669
cg02203737	0.137816260839571	0.171950748015114	0.0498989854422508	0.197487689083275	0.0418493254105651	0.541582231149367
cg01699630	0.922340019622273	0.922520895633421	0.929542443412494	0.93239883408813	0.937469119874144	0.108931182100691
cg26133266	0.518559177027883	0.332716207430399	0.278008115969186	0.290113509753186	0.235508639243093	0.244451837793821
cg03860768	0.887172617510417	0.906893707028497	0.921129915930728	0.0347755003573599	0.945336896712461	0.926225145793918
cg23942604	0.0671650267502187	0.413411961749943	0.0366216687010377	0.109792008695439	0.0311625745203531	0.0379897536921005
cg25495939	0.910463295766872	0.899780193864236	0.904406382793136	0.0816729415188391	0.856102264512484	0.896749922542414
cg23038529	0.176620503126159	0.144128340773553	0.54948986493176	0.153878169005456	0.0319518422797624	0.0450564269692749
cg05381300	0.795912197660247	0.581010004382801	0.854510661436287	0.854030081201535	0.908199130438411	0.891133948140574
cg14969185	0.678628820259781	0.721591923169682	0.428905153747699	0.719316154577351	0.749625223718952	0.666246515930596
cg24996282	0.33771698863611	0.558373888679469	0.687286101578562	0.617694701441875	0.794350861431836	0.768272331476112
cg03261800	0.424792301096197	0.331146791875931	0.227668187243329	0.898459858339165	0.232575871245483	0.241326879368318
cg07337854	0.943499093080445	0.93283252476253	0.904705612498757	0.0321511491400309	0.898858059589203	0.901757222815034
cg25106561	0.469027777286427	0.341969773899603	0.110832738657402	0.0560982906879741	0.0237922194235135	0.0223314574082145
cg07993518	0.925135969749698	0.915824619490998	0.91825677262093	0.92867006365801	0.870042542099158	0.0828640932113731
cg18624930	0.0422300346221753	0.0589333306333244	0.0388256982861161	0.0282472746984973	0.475024842319894	0.33199010783984
cg12711722	0.0302068806681608	0.0327840416013642	0.0309633014641133	0.0337121889286676	0.589960399495038	0.147943380113672
cg10613215	0.0303636655320027	0.0356583523533989	0.0374434977931321	0.0290075421482078	0.0954077279543174	0.900176184855564
cg10217454	0.942952898265515	0.938194206448403	0.919250133450403	0.0379577404588562	0.916341285960135	0.922190546439206
cg18285377	0.0810002735683293	0.325800290349943	0.0332584917847413	0.0357985854816435	0.0300328894052859	0.0272354644305
cg18559386	0.257952824900593	0.264080356561344	0.244589555263145	0.886052585236632	0.260009822443893	0.0423054008436879
cg14510967	0.0598927095013603	0.310706307336286	0.0383275331976136	0.0296191625025394	0.0286901354913676	0.0302233963011741
cg04208803	0.157851052238524	0.373761389957794	0.0946261327310091	0.0955732455715035	0.0822878612063882	0.0857542126954417
cg08490607	0.897538088503643	0.676061378580349	0.913334347051702	0.910316708172118	0.943452689657984	0.916000083167234
cg18597176	0.0589715993904411	0.049959612803242	0.0747144239797423	0.024653375725967	0.730464021749787	0.616439313236971
cg01905489	0.1221796939455	0.16083068198168	0.378419672689841	0.12013791598405	0.462993430044545	0.236442179104555
cg16007063	0.901252174920237	0.908606379849181	0.599840660147563	0.943810189654068	0.935676116293914	0.902973279920954
cg10526559	0.143004545903866	0.0486622710546134	0.324441197103096	0.0292406025162057	0.0282280789688543	0.0420939564161328
cg14637146	0.0637273896403233	0.0534832287217639	0.134657775336466	0.034495040734665	0.0688187870668133	0.555940297557349
cg03903882	0.907489474000946	0.892253102375116	0.892685693173571	0.89460708007404	0.845019622984087	0.144452770558116
cg03699843	0.131575567248906	0.171907369990682	0.097644713283027	0.587576544353441	0.0817658806097301	0.0864918149759952
cg08046642	0.866366915301159	0.858123887354999	0.864037604270364	0.884191703245149	0.792618706777366	0.0829503032402552
cg17978283	0.590466383868023	0.451155881013715	0.187452085486128	0.0883358488464688	0.025985502472207	0.0233149215312549
cg26070063	0.953410183304562	0.944450872655882	0.647830149849857	0.953111578147475	0.951011995748577	0.947570586603417
cg04708975	0.216815563224297	0.152627739118109	0.415475281650795	0.0375263907033645	0.0290108643095289	0.0299061965300705
cg05089897	0.956606564967843	0.948824001319125	0.92374271373555	0.916192000749755	0.936489755171149	0.286754159892475
cg22106917	0.196886611451688	0.196404092361531	0.077387022149638	0.32210923696641	0.568989412550162	0.353354802535637
cg25006077	0.947705938617725	0.931704289522659	0.918496821161871	0.948424611486671	0.924862468304144	0.108321979828161
cg11357374	0.767908453380044	0.571243204366547	0.913906160040817	0.864506758584264	0.924469759343396	0.894579521783986
cg07431832	0.940776701539838	0.937639881374899	0.92616875467145	0.933361107219866	0.924296257067265	0.162883874115837
cg05936004	0.93937769642116	0.937525931335403	0.914981947420484	0.947188990399225	0.867052064142802	0.0535698322711217
cg17621960	0.94877776069406	0.949745256693432	0.61091453384224	0.959930696318441	0.957444542908149	0.945727469102535
cg06213231	0.827278983919662	0.87417668448395	0.505363604981918	0.920546139942346	0.927700978168714	0.902560052465546
cg00678668	0.899019850672641	0.597586817952915	0.91153941293999	0.949573539718937	0.949536298937803	0.94336662836482
cg16730327	0.123230760196195	0.188876197001235	0.0504118791442566	0.213408636394161	0.243447988796572	0.564275037332043
cg12627299	0.602673729382903	0.75024968993334	0.804375598967516	0.817482099195548	0.823299861087939	0.810470334449604
cg26221826	0.548765798125735	0.702536194527788	0.746326661347625	0.728100517327678	0.865684896311279	0.827761145905068
cg23774349	0.791160034072842	0.839764217712735	0.39223773864375	0.801552805360118	0.810800573132343	0.803414284017703
cg18654102	0.118667206040261	0.159112951856663	0.334419867251835	0.125022992768299	0.0590442896009482	0.118222102557276
cg25593631	0.381447838529088	0.670309320067934	0.705849026850625	0.680628469159116	0.700820517345042	0.68745795048901
cg19172427	0.0995349206696838	0.107750210736184	0.406939162829441	0.059877160973226	0.0591260002629108	0.0495299620240173
cg11603365	0.0488239284936995	0.05622089758312	0.0460257962108031	0.0383727219472929	0.444867512763895	0.344837258235373
cg12629689	0.903401256483483	0.918310394737368	0.531420799557829	0.882706994829688	0.94291973639615	0.931350035842716
cg23929682	0.188121789015849	0.377975901992637	0.0822789646955429	0.091386204518483	0.0612050071458378	0.0624059532411352
cg04880464	0.18812253655607	0.154472258868644	0.028193447540666	0.0229176765598432	0.188487437239224	0.545983951049188
cg14158710	0.032850198074554	0.026284594049092	0.0449896011615739	0.0675957800563976	0.35184119221371	0.736963393495835
cg02774968	0.448837109629479	0.381225331239356	0.330033833758908	0.764983936129179	0.420406773294718	0.277079198785632
cg22843803	0.0464408407677244	0.029746278539304	0.271330554582965	0.347163032761159	0.524296130169005	0.236822381974041
cg02099683	0.0789274933380628	0.081781691578773	0.0595951902848735	0.140342644711218	0.491148433681296	0.204369385038752
cg16649792	0.949801791215717	0.938602779590641	0.929445173139332	0.939591839683264	0.87732554799452	0.0507800201900853
cg18467034	0.526901074112631	0.815094788895874	0.804073076271244	0.893399025309818	0.908530628088164	0.911971318867495
cg03800712	0.112870045751603	0.280188403960863	0.0617143760018065	0.0849722734801326	0.0455421121855443	0.0455228074425774
cg24955895	0.0325387432133798	0.251045352139616	0.0238071232278923	0.0271084211835797	0.0209122935884188	0.0225025962850371
cg10981962	0.866863829571193	0.882724233577368	0.464748981521995	0.920919932811896	0.916720068281771	0.910356613403114
cg10422093	0.788612572521604	0.757222894415675	0.800027346595303	0.816530948252669	0.270141583195977	0.716242728470154
cg12402033	0.138690788192073	0.300456341712364	0.0394806592309612	0.032041538495476	0.0356513574502737	0.0344758790548767
cg00458681	0.0721739714152476	0.0567567934062528	0.147976796922626	0.794653119048766	0.375468976519705	0.165697293988163
cg05756986	0.200126486195669	0.175469999726316	0.463167359319729	0.0212846386797669	0.0245456719704633	0.0256247535393871
cg00133995	0.131843213921508	0.303993127793974	0.111202053026001	0.0367228131856741	0.0412859883711355	0.10642242460321
cg14503291	0.118124941293245	0.160587246743831	0.0533400980981348	0.551640385887001	0.133135854818175	0.119004095468539
cg10076040	0.814072242741282	0.594707516033584	0.892234433990672	0.938675931960894	0.940516310297619	0.937517604998678
cg22367165	0.464029436527606	0.264688403300305	0.281273741662865	0.0202285321623217	0.0238917636570193	0.022970111076359
cg14217091	0.400233619426858	0.30502531143077	0.432567057516924	0.579382072237016	0.769949878010855	0.579095308635072
cg19215266	0.328906374547082	0.263840688694957	0.411405745245545	0.574328587905531	0.824292874071023	0.572481005511294
cg00570498	0.218205621653581	0.294255500450064	0.484697348819056	0.589370848447093	0.838518253950853	0.590896172342166
cg06365890	0.73239807162814	0.49074266720887	0.303373582862417	0.219032784567526	0.0464785028237086	0.0499270908848901
cg25312163	0.364296379357533	0.246104752641885	0.0853108800835387	0.057505133304027	0.0578742885477358	0.0528521651921193
cg06636347	0.351185511600985	0.171575273311463	0.0751123993867933	0.0520775112570947	0.0247591310488499	0.0277031772643183
cg20075442	0.211530666897676	0.25175315549857	0.0301158677784174	0.0209464767586883	0.0317425621012952	0.50384566255487
cg18974164	0.456323675076101	0.472399215517647	0.374873835272345	0.502994477761235	0.732651865530185	0.58998521717031
cg12621097	0.926375966580981	0.915457693339143	0.915145529814209	0.926825896759414	0.92405486999296	0.098690738916151
cg21143020	0.893402401973499	0.902965831906389	0.385409932462544	0.929704485383426	0.933636625060123	0.909352467984444
cg09993145	0.0194270924355445	0.0366420486097923	0.0216820635369583	0.221367839851872	0.0315993838616746	0.88860411500038
cg11551565	0.525682670343613	0.394407136774593	0.260689982747932	0.268455149633216	0.21575958781693	0.212087839648726
cg23173586	0.0729084340579215	0.0508862172482566	0.0795365183883981	0.579365554399337	0.293480896147494	0.241331544775395
cg22277567	0.429192648268543	0.410847758106669	0.426780874744027	0.374837615554162	0.782458160699814	0.608850272146779
cg04136456	0.150376810786053	0.392235989704686	0.0965793319730328	0.0829029195590772	0.0349165081139009	0.0343293336250257
cg03881776	0.885783303856713	0.87066592150488	0.459661717235855	0.899474056722586	0.888921923890973	0.870956715455179
cg04250194	0.338902307015952	0.162072485844239	0.143922013464624	0.0267194917510747	0.0221093725934945	0.0218659507243458
cg25759087	0.941908057869497	0.951552551658833	0.665522812247258	0.959185210438811	0.957240650813886	0.951517155544999
cg11960708	0.947850478840921	0.951304064534682	0.600740962900202	0.95842009503973	0.957466534652844	0.952800716611937
cg02129005	0.0403485559237289	0.0341516951015161	0.0285293225749671	0.0259954908527177	0.571110686688276	0.160807480176126
cg25885803	0.59226717016835	0.384540948118572	0.249757434104773	0.244334944586813	0.0532138349586071	0.059561916958706
cg17999639	0.565857362792264	0.381366047125111	0.281056007150809	0.143268726922042	0.0954457024779705	0.094486266410118
cg10264728	0.0551279652442014	0.0406200258458395	0.317374967732441	0.0563874400570312	0.0251647039294395	0.0247032665621244
cg11585288	0.34178876840863	0.195049000756487	0.0655989111913224	0.0781255762299123	0.0479129187241049	0.0452765054303971
cg25739938	0.954053392800884	0.950222828421489	0.934923055839016	0.949870854779259	0.940296425381075	0.0508658743091536
cg07278181	0.772125770910149	0.857274461125398	0.763495207605643	0.743438015815942	0.94054458768206	0.81479106455532
cg10578938	0.0560504051621222	0.0754563864155099	0.320460807519696	0.164374155452141	0.61284317878571	0.185640003728811
cg03224259	0.898379369809509	0.881166546834302	0.873845834619883	0.0486779510288491	0.890249350826858	0.886465847307219
cg20931973	0.364773159821539	0.219740552293652	0.177049923045833	0.120857295251798	0.046266431432779	0.0462467413204914
cg25990402	0.0919692065259135	0.318021676421193	0.055110214975571	0.0220180020657456	0.107739387434756	0.109239058416954
cg11357008	0.0702240785158149	0.0644275831291494	0.329049215956954	0.0302078143532804	0.0298227383757037	0.0368860219761846
cg04256891	0.227190603575039	0.377701660800347	0.056158434659442	0.0779784608509648	0.0338119089659121	0.0351497347899254
cg09521093	0.166896095430269	0.262786287839551	0.186583509648629	0.921745981073768	0.29441789713548	0.0485381150091301
cg25284031	0.0974136826078894	0.409308592031355	0.0328559428696644	0.030781015318412	0.032467479498688	0.0355496509653688
cg25790164	0.0324413877291755	0.0301874740443891	0.384855428908679	0.196424741927252	0.0561314032348548	0.0527484416520597
cg19081636	0.0439863570541792	0.0484254270368267	0.0400650102797398	0.417187387373869	0.0396719685165509	0.038626239414508
cg16090701	0.0978532193856871	0.0622769847467863	0.154050231798552	0.588012139678313	0.0386843629311189	0.0264503199827824
cg24672624	0.153792177423495	0.387660116839634	0.0557003532753068	0.0267312587098104	0.0417101185657726	0.048333891767074
cg03177171	0.811058061096841	0.689878822344604	0.603743737419977	0.623662524808606	0.574839313602221	0.529929683601006
cg01012879	0.888025512123732	0.88558113750298	0.911247898671971	0.935423189758408	0.932713658277029	0.266214519195371
cg24058979	0.477302915801745	0.563061350442138	0.574223705804271	0.545093302072282	0.645249917386054	0.854479663842518
cg18786123	0.104999496298278	0.0601215105801295	0.488358055442688	0.0596492915073367	0.0243099946654363	0.0242925817663408
cg12034775	0.776724170911848	0.913734804021495	0.949100996164439	0.94408986186947	0.953355739570244	0.944427196452825
cg18133012	0.90531567359411	0.706481116500118	0.946744553137946	0.949532068519478	0.935561464948165	0.911853610447458
cg11612354	0.028106708278965	0.0245919001949326	0.0557122454168249	0.0197968675698538	0.0341745569925269	0.436943888510336
cg07536161	0.656513438320625	0.840542840337471	0.843922819627679	0.855189770267651	0.876909891397927	0.865078506797097
cg17578755	0.984788956021115	0.978889337838342	0.707031716159318	0.985642287999406	0.984144427459342	0.977587494525646
cg05575544	0.267924979119268	0.113080934826568	0.0416163586221238	0.0685784627073239	0.0259834567303021	0.0258823256174972
cg06700877	0.574901544662383	0.719651037554479	0.788119253631883	0.806804066878539	0.772853683507966	0.782130912625994
cg10330847	0.958631022480591	0.948092630347415	0.79514281013948	0.956842069126836	0.954364707636887	0.944410150323846
cg14896463	0.600748242131473	0.464278974666729	0.364843588938365	0.417880487574877	0.253731230919907	0.252655675548659
cg16474930	0.104752962418368	0.244327129981165	0.0347330144615912	0.0319800748128568	0.0320109023038046	0.0301919925541527
cg16254746	0.12655990690342	0.0488658082258871	0.297575021904228	0.0886895787836964	0.0877185936393022	0.0790666427642535
cg12978119	0.928346157766707	0.921251807103369	0.712018653328008	0.937956410610338	0.941040225661774	0.92756289645914
cg21608605	0.0506622133576116	0.175553001352938	0.047972860033876	0.0434913570323798	0.0383611642977167	0.0422663245625822
cg05366453	0.0636883924894608	0.0786713905679137	0.0876441717913698	0.0847893263395184	0.0950232645409389	0.500634831557485
cg26254897	0.0964462866428041	0.0499248075390051	0.290942267983941	0.655605240664349	0.040578544183205	0.0289401772523767
cg14829660	0.75381573602824	0.729241841619774	0.788518005315363	0.770785624505711	0.916282221002679	0.747716200280241
cg09793563	0.0933187582177458	0.261727078514634	0.0706094599000332	0.0345277980700949	0.0328169345663563	0.0424592773903326
cg02020985	0.820965256840258	0.820200456848955	0.565408279052582	0.839923147498137	0.843508446608431	0.838852161918933
cg24398176	0.565207512768238	0.401267779008175	0.325466546464524	0.371165861554062	0.303067196520703	0.301286110519706
cg18249896	0.0452836276584299	0.0438309317398394	0.134583358203705	0.0406838035409735	0.142095819597527	0.457578264593904
cg02192218	0.790317030716924	0.839625118721552	0.347523817659007	0.754767467605592	0.900059451090769	0.886225865201699
cg26849760	0.934599477917853	0.931779601437286	0.933344007800317	0.944403927718287	0.868951882149634	0.0835610295752627
cg24362952	0.0238257769859485	0.040448530439931	0.0257770724394233	0.40675958774119	0.0266569976409843	0.0244994676268745
cg02171859	0.698906365962828	0.830424021881627	0.573226813595596	0.599168253456135	0.555066158720992	0.543392506814694
cg05613635	0.404524102445802	0.404972953184875	0.63949564806987	0.705828605459357	0.900820288532554	0.611899185843016
cg03541835	0.344082897132634	0.222276515320545	0.215205232776223	0.144633170366858	0.0932828575170437	0.0849603048704962
