CpG,Beta,SE,P,StudyID
cg05100282,1.03,0.25,3.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg18800739,-1.17,0.28,3.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21619637,-1.18,0.29,3.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg25103161,1.26,0.31,3.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23001370,-1.36,0.33,3.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14474777,1.11,0.27,3.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16731821,0.65,0.16,3.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg08471335,-0.72,0.17,3.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21010350,-1.11,0.27,3.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23015664,-1.25,0.3,3.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23095243,-1.31,0.32,3.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05756780,0.81,0.2,4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg15393025,-2.65,0.65,4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg17870484,0.54,0.13,4.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg12656085,1.37,0.33,4.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01749467,-1.53,0.37,4.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg11019008,1.87,0.46,4.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg10941749,-1.02,0.25,4.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14084689,1,0.25,4.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg04233054,-1.77,0.43,4.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00921574,1.12,0.27,4.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16183122,-1.62,0.4,4.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg18612209,-1.15,0.28,4.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21570709,0.9,0.22,4.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06068163,-0.97,0.24,4.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05656688,-0.7,0.17,4.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01156249,0.9,0.22,4.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06679990,-1.15,0.28,4.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01038299,-1.71,0.42,4.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg07081759,-0.99,0.24,4.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg22214565,1.37,0.34,4.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05253716,-1.29,0.32,4.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14301562,-1.02,0.25,4.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg12337005,0.94,0.23,4.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg19779057,-1.2,0.3,5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00417131,-1.45,0.36,5.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg02352716,-0.81,0.2,5.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg12626076,-0.9,0.22,5.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg10922280,0.97,0.24,5.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00137634,1.95,0.48,5.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg15259233,-1.42,0.35,5.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg11811510,1.16,0.29,5.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05010111,-1.59,0.39,5.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg08418138,1.54,0.38,5.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg09331106,-1.26,0.31,5.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00917251,0.93,0.23,5.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06929287,3.11,0.77,5.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg19605931,-1.18,0.29,5.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16522885,-1.42,0.35,5.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23549472,-0.92,0.23,5.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01668008,-1.27,0.31,5.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg25029657,-1.05,0.26,5.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16871561,0.6,0.15,5.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg17893934,-1.61,0.4,5.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg04342202,0.61,0.15,5.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg13967414,-0.95,0.24,5.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg17720466,1.09,0.27,5.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg27274718,-1.04,0.26,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg09529165,-0.98,0.24,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg19233405,0.99,0.24,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg25015416,-1.06,0.26,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg08896387,-2,0.5,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05421487,-1.45,0.36,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14258243,-3.05,0.76,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg20859099,-1.68,0.42,5.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21316236,-1.24,0.31,5.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg25127444,1.68,0.42,5.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg27156259,-0.81,0.2,6.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg02991558,-1.17,0.29,6.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg20239391,-0.93,0.23,6.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg11923617,-4.66,1.16,6.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg19762800,-0.95,0.24,6.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg15518113,-0.91,0.23,6.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg04242464,-1.2,0.3,6.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00036871,-1.32,0.33,6.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00165394,-1.24,0.31,6.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg20959189,-0.74,0.19,6.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg09173344,-4.45,1.11,6.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00682487,-1.07,0.27,6.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16448702,-1.14,0.29,6.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg13346869,0.55,0.14,6.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14446406,-0.93,0.23,6.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg11653134,1.35,0.34,6.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21282997,-0.68,0.17,6.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01845501,-0.92,0.23,6.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23999170,-0.87,0.22,6.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21575923,-1.13,0.28,6.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg03171419,0.79,0.2,6.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg07802362,-1.29,0.32,7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16771652,0.88,0.22,7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg02442900,-1.07,0.27,7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg07026010,-0.97,0.24,7.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg04908088,-1.04,0.26,7.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg13257436,0.45,0.11,7.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg18306516,-0.91,0.23,7.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg13477354,-1.01,0.25,7.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg27470087,0.78,0.2,7.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg27338957,1.21,0.3,7.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg26187080,1.7,0.43,7.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg19349476,-1.42,0.36,7.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg08893269,-1.18,0.3,7.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06858263,-1.15,0.29,7.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg10517535,0.86,0.22,7.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg17824540,-0.88,0.22,7.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg09841774,-1.19,0.3,7.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00762678,1.19,0.3,7.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21333217,-0.85,0.22,7.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg13583602,1.55,0.39,7.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg10981962,-1.52,0.38,7.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01427575,0.99,0.25,8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg25386954,-1.24,0.31,8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg03650551,1.76,0.45,8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg19174554,-1.76,0.45,8.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00294382,0.94,0.24,8.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg09036837,-1.03,0.26,8.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21656945,1.67,0.42,8.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05438719,-1.04,0.27,8.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg00603225,1.82,0.46,8.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06723357,-1.42,0.36,8.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05774892,-1.54,0.39,8.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg02176148,-2.12,0.54,8.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01656750,-0.93,0.24,8.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg15605235,1.1,0.28,8.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23719508,-1.6,0.41,8.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg09427944,1.71,0.44,8.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg05331791,3.88,0.99,8.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14145667,1.06,0.27,8.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg15995714,-1.07,0.27,9.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg21575706,-0.69,0.18,9.1e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg20460514,-0.7,0.18,9.2e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg22236626,1.27,0.32,9.3e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16246188,-1.17,0.3,9.4e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg03164561,-0.95,0.24,9.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14038617,-1.45,0.37,9.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14573817,0.9,0.23,9.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06770993,2.11,0.54,9.5e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg23947050,-1.3,0.33,9.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg26070757,-1.2,0.31,9.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg06713373,-1.1,0.28,9.6e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg07616394,0.83,0.21,9.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg14683490,-1.24,0.32,9.7e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg15702277,0.96,0.25,9.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg04012931,1.64,0.42,9.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16026346,-2.55,0.66,9.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg13163919,0.75,0.19,9.8e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg16367606,-1.09,0.28,9.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg03059896,-1.02,0.26,9.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
cg01799671,-0.85,0.22,9.9e-05,31197173_Liu-J_fasting_glucose_base_plus_bmi
